@relation segment-10-1tst.dat
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573e-08, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class integer [1, 7]
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
0.804, 0.7264957264957266, 0.0, 0.0, 0.0, 0.15261956765479823, 0.004497347627314936, 0.08074534305929545, 0.0012299474035459975, 0.3911896530247228, 0.3671616963573837, 0.4544106971504025, 0.34552843059686755, 0.57346938881591, 0.6023778237812125, 0.05515588647930608, 0.4544106971504025, 0.3067216, 0.15615092959895843, 6
0.848, 1.0, 0.0, 0.0, 0.0, 0.11617308880506291, 0.0033468861235428356, 0.0670807255229363, 0.0014346210120943857, 0.1247691841904925, 0.1056105567918179, 0.10303929130437886, 0.16747967884195905, 0.6938775574677216, 0.058124172203598626, 0.9016786446526229, 0.15270571421270782, 0.39154765, 0.8956905705730165, 7
0.476, 0.20512820512820515, 0.0, 0.0, 0.0, 0.09339407847613898, 0.0040656957007059735, 0.06459627176420671, 0.002073154197430163, 0.1904510595274138, 0.18316830734731912, 0.23498886408458958, 0.1487804890541344, 0.7612244953023739, 0.43461030968904935, 0.139088745009748, 0.23498886408458958, 0.4223002, 0.19200012778535425, 1
0.22, 0.12820512820512822, 0.0, 0.0, 0.0, 0.09567200083021403, 0.0015169826546903263, 0.022360219108060925, 0.0005043580052991743, 0.2666842369644166, 0.24339935041090716, 0.3187546455244281, 0.23252032847511392, 0.6183673571682631, 0.5006605013218766, 0.1870503507064849, 0.3187546455244281, 0.3346618, 0.14751414920010847, 4
0.5, 0.4615384615384616, 0.0, 0.49999999999999994, 0.0, 0.06833712119177539, 0.0014737349135177814, 0.07204967999691428, 0.0029066886133538843, 0.16855710108177338, 0.16419140682694536, 0.20311341954697243, 0.13495935036684512, 0.7897959277047062, 0.373844128631234, 0.2158273227576208, 0.20311341954697243, 0.39486286, 0.19397007593486704, 1
0.52, 0.30769230769230776, 0.0, 0.0, 0.0, 0.1230068230654686, 0.0021453410527535605, 0.019875780554299345, 0.00032850773827745964, 0.06330783396688251, 0.05445544543427115, 0.07857672439898647, 0.0552845496272061, 0.7897959277047062, 0.23513870836874334, 0.46762589834894674, 0.07857672439898647, 0.38048342, 0.12866437009938553, 4
0.48, 0.4743589743589744, 0.0, 0.0, 0.0, 0.025056944983681297, 0.0006528383075356146, 0.011180122858377462, 0.00015228059828791026, 0.008441044528917668, 0.0, 0.02223869494263384, 0.0016260162042435072, 0.8102040866218242, 0.20871862814890174, 0.4916067163052293, 0.02223869494263384, 1.0, 0.12765792001075643, 3
0.388, 0.5042735042735043, 0.0, 0.0, 0.0, 0.02277903903051598, 0.0007948045397841941, 0.012422358234636133, 0.0003926420218228109, 0.009759957825587695, 0.0008250824795771663, 0.02223869494263384, 0.004878048905413441, 0.8061224563077883, 0.20211360660781189, 0.5083932836947708, 0.02223869494263384, 0.9777778, 0.11074475603924022, 3
0.384, 0.45726495726495736, 0.0, 0.9999999999999999, 0.0, 0.059225517880251294, 0.0009049246557220953, 0.05714285458740033, 0.004028756661837607, 0.1537852738683806, 0.15841584261346925, 0.18235730480090953, 0.11788616785643492, 0.8612244940166597, 0.3368559951609723, 0.19904074673498545, 0.18235730480090953, 0.40821064, 0.22660624478952146, 1
0.776, 0.3547008547008548, 0.0, 0.0, 0.0, 0.07061501894448582, 0.001961297662603116, 0.029813666471200838, 0.0009124174835241153, 0.05433922326464109, 0.05033003117994972, 0.07190511584948023, 0.039024390511600233, 0.8285714331370262, 0.24438573876404984, 0.40527577425254024, 0.07190511584948023, 0.51256585, 0.19671389780699794, 5
