@relation segment-10-3tst.dat
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573e-08, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class integer [1, 7]
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
0.3650793650793651, 0.5420168067226891, 0.0, 0.0, 0.0, 0.010238907285815836, 0.00010185487224539947, 0.016806719435068253, 0.00028614347466105936, 0.021172219013856516, 0.01298701304393658, 0.0405007353424099, 0.008573655071748867, 0.7967145835218767, 0.23220972852754335, 0.4779874396226415, 0.0405007353424099, 0.79788357, 0.10177732938312162, 5
0.20634920634920634, 0.5504201680672269, 0.0, 0.0, 0.0, 0.04436860212931998, 0.00252933947889063, 0.10084033274486276, 0.013572977977391511, 0.012651691484173245, 0.00649350652196829, 0.02430044186818526, 0.006235385698039417, 0.8151950759289789, 0.1910112285948748, 0.5283019113207547, 0.02430044186818526, 0.76944447, 0.0811464439262835, 5
0.9642857142857143, 1.0, 0.0, 0.0, 0.0, 0.12286688497245234, 0.003938390890970646, 0.07563024451663043, 0.00393447594741769, 0.10276272123199756, 0.07873376721807006, 0.10162002649764339, 0.1270459742152463, 0.6468172527290665, 0.14856429277728692, 0.7714884905660377, 0.12002944683336195, 0.40621215, 1.0, 7
0.8214285714285714, 0.0, 0.0, 0.0, 0.0, 0.05119453335740706, 0.0007808980954979416, 0.10924369548760686, 0.02482293065640327, 0.9868319748050187, 0.9870129708846349, 0.9948453461351594, 0.9781760879758038, 0.5092402434314773, 0.4169787518551263, 0.4612159528301887, 0.9948453461351594, 0.09983583, 0.022802710550761274, 2
0.19047619047619047, 0.7899159663865546, 0.0, 0.0, 0.0, 0.19795222677491814, 0.009102586522392068, 0.28291315015417984, 0.02971883285196836, 0.3880712839061591, 0.3587662227372871, 0.46244478304532566, 0.3374902388935233, 0.5030801039364332, 0.6042446514469296, 0.15303986792452828, 0.46244478304532566, 0.31241447, 0.09044600939412967, 6
0.9642857142857143, 0.9537815126050421, 0.0, 0.9999999999999999, 0.0, 0.10238906057146988, 0.0077570374063402284, 0.11764705318833435, 0.015711860893033964, 0.06222566730366127, 0.04626623460822861, 0.043446242463577006, 0.09742790109344034, 0.7227926138934684, 0.0486891433320706, 0.8616352452830188, 0.09204712818816548, 0.59701496, 0.8827220147067455, 7
0.753968253968254, 0.5504201680672269, 0.0, 0.9999999999999999, 0.0, 0.030716724929119633, 0.0003734677650820073, 0.07563025460066371, 0.0033621842853114366, 0.032532920062987455, 0.04951298604291407, 0.03240058959940655, 0.016367888421889683, 0.983572897280842, 0.13607989909663487, 0.4486373396226415, 0.04491899768100885, 0.662037, 0.3640474336886916, 1
0.3928571428571428, 0.25630252100840334, 0.0, 0.0, 0.0, 0.15358361850225394, 0.01449734444443867, 0.08963584740719839, 0.040536986985762496, 0.18461142167657388, 0.17207791662274416, 0.23711341504334746, 0.14107559186046478, 0.7043121159422185, 0.44194755944114833, 0.22012583018867926, 0.23711341504334746, 0.4368953, 0.12829321110696018, 1
0.7341269841269841, 0.5168067226890757, 0.0, 0.9999999999999999, 0.0, 0.18430031517199, 0.006247103972685942, 0.05602243173033843, 0.0024799070577161534, 0.18616059988104106, 0.1485389647034175, 0.2481590460371204, 0.15666406838147875, 0.5133470523761532, 0.4906366578294012, 0.333333358490566, 0.2481590460371204, 0.45775157, 0.05796314026258814, 5
0.46031746031746035, 0.6554621848739496, 0.0, 0.9999999999999999, 0.0, 0.05460749037076865, 0.0015844084040427795, 0.1036414402137331, 0.0064143835845745165, 0.10172992414345233, 0.09415584420328048, 0.09131075190492818, 0.12003116539263708, 0.7720739275950904, 0.10112359656609007, 0.723270458490566, 0.11340205365683317, 0.24844901, 0.9168453524014175, 7
