@relation vowel-10-2tst.dat
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class integer [0, 10]
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 0, 0, 0.3398247322297956, 0.23850337893522333, 0.426170468187275, 0.9647912885662432, 0.6141199226305608, 0.8635097493036212, 0.35851712810886904, 0.5508474576271187, 0.2851768246802106, 0.17438692098092645, 0
0, 0, 0, 0.6526290165530673, 0.46167792978407773, 0.13925570228091239, 0.7676950998185117, 0.4216634429400386, 0.5356148030242738, 0.25574847489441577, 0.46949152542372885, 0.48006019563581637, 0.20935513169845593, 3
0, 0, 0, 0.48296007789678674, 0.5679907697379264, 0.30552220888355347, 0.5259528130671506, 0.26821405544809795, 0.503382411460406, 0.67761614265603, 0.15211864406779663, 0.6102332580887885, 0.4732061762034514, 5
0, 0, 0, 0.19741966893865626, 0.5787044667875391, 0.6170468187274911, 0.7662431941923775, 0.0, 0.3816155988857939, 0.5804786485218207, 0.6720338983050849, 0.7975921745673438, 0.4105358764759309, 7
0, 0, 0, 0.2792112950340798, 0.7680896654029998, 0.706482593037215, 0.10308529945553535, 0.3352675693101224, 0.26263430163151613, 0.7404974190520882, 0.6673728813559323, 0.5154251316779533, 0.7865576748410535, 7
0, 0, 0, 0.5659688412852969, 0.6711719136311192, 0.43817527010804325, 0.31796733212341194, 0.38136686009026427, 0.3792280143255074, 0.48662599718442046, 0.4927966101694916, 0.6392024078254326, 0.25749318801089915, 4
0, 0, 0, 0.4846640701071081, 0.4536014504697544, 0.5009003601440577, 0.2533575317604356, 0.6979368149580915, 0.4365300437723836, 0.44298451431252933, 0.4190677966101696, 0.6610233258088788, 0.2742960944595822, 10
0, 0, 0, 0.9668938656280428, 0.2612493819020933, 0.004201680672269004, 0.45662431941923776, 0.49742101869761435, 0.9419021090330282, 0.5659314875645237, 0.9190677966101695, 0.33333333333333326, 0.5313351498637602, 1
0, 0, 0, 0.5834956183057448, 0.5323883303115213, 0.5903361344537816, 0.9607985480943738, 0.2801418439716311, 0.18583366494230005, 0.23791647114030973, 0.9152542372881356, 0.6350639578630549, 0.8169845594913714, 6
0, 0, 0, 1.0, 0.2658645129388495, 0.0, 0.45989110707803993, 0.46679561573178585, 0.9160366096299244, 0.5373064289066166, 0.9605932203389831, 0.34725357411587654, 0.5940054495912807, 1
