@relation movement_libras-10-6tst.dat
@attribute 1st_coordinate_abcissa real [0.090909, 0.9323]
@attribute 1st_coordinate_ordinate real [0.14815, 0.88657]
@attribute 2st_coordinate_abcissa real [0.085106, 0.93037]
@attribute 2st_coordinate_ordinate real [0.14815, 0.88889]
@attribute 3st_coordinate_abcissa real [0.085106, 0.9323]
@attribute 3st_coordinate_ordinate real [0.14815, 0.88426]
@attribute 4st_coordinate_abcissa real [0.088975, 0.9323]
@attribute 4st_coordinate_ordinate real [0.14583, 0.88194]
@attribute 5st_coordinate_abcissa real [0.092843, 0.9323]
@attribute 5st_coordinate_ordinate real [0.14583, 0.875]
@attribute 6st_coordinate_abcissa real [0.10058, 0.9323]
@attribute 6st_coordinate_ordinate real [0.14352, 0.875]
@attribute 7st_coordinate_abcissa real [0.10445, 0.93424]
@attribute 7st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 8st_coordinate_abcissa real [0.11025, 0.94197]
@attribute 8st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 9st_coordinate_abcissa real [0.11992, 0.94391]
@attribute 9st_coordinate_ordinate real [0.1412, 0.86343]
@attribute 10st_coordinate_abcissa real [0.12766, 0.94391]
@attribute 10st_coordinate_ordinate real [0.13657, 0.86111]
@attribute 11st_coordinate_abcissa real [0.13153, 0.94197]
@attribute 11st_coordinate_ordinate real [0.13657, 0.84722]
@attribute 12st_coordinate_abcissa real [0.10638, 0.94197]
@attribute 12st_coordinate_ordinate real [0.13426, 0.84028]
@attribute 13st_coordinate_abcissa real [0.040619, 0.9381]
@attribute 13st_coordinate_ordinate real [0.092593, 1.0]
@attribute 14st_coordinate_abcissa real [0.015474, 0.9265]
@attribute 14st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 15st_coordinate_abcissa real [0.017408, 0.91489]
@attribute 15st_coordinate_ordinate real [0.018519, 0.84028]
@attribute 16st_coordinate_abcissa real [0.023211, 0.91103]
@attribute 16st_coordinate_ordinate real [0.0625, 0.84028]
@attribute 17st_coordinate_abcissa real [0.052224, 0.88781]
@attribute 17st_coordinate_ordinate real [0.12269, 0.84028]
@attribute 18st_coordinate_abcissa real [0.10832, 0.88781]
@attribute 18st_coordinate_ordinate real [0.14815, 0.84028]
@attribute 19st_coordinate_abcissa real [0.13926, 0.88781]
@attribute 19st_coordinate_ordinate real [0.14583, 0.84028]
@attribute 20st_coordinate_abcissa real [0.16054, 0.88588]
@attribute 20st_coordinate_ordinate real [0.12963, 0.84028]
@attribute 21st_coordinate_abcissa real [0.147, 0.88008]
@attribute 21st_coordinate_ordinate real [0.13194, 0.84028]
@attribute 22st_coordinate_abcissa real [0.11219, 0.88008]
@attribute 22st_coordinate_ordinate real [0.15046, 0.84028]
@attribute 23st_coordinate_abcissa real [0.088975, 0.88008]
@attribute 23st_coordinate_ordinate real [0.14815, 0.83796]
@attribute 24st_coordinate_abcissa real [0.083172, 0.88008]
@attribute 24st_coordinate_ordinate real [0.14352, 0.87037]
@attribute 25st_coordinate_abcissa real [0.071567, 0.88588]
@attribute 25st_coordinate_ordinate real [0.13889, 0.95833]
@attribute 26st_coordinate_abcissa real [0.052224, 0.89362]
@attribute 26st_coordinate_ordinate real [0.13657, 0.9838]
@attribute 27st_coordinate_abcissa real [0.046422, 0.89555]
@attribute 27st_coordinate_ordinate real [0.13426, 0.85185]
@attribute 28st_coordinate_abcissa real [0.040619, 0.88975]
@attribute 28st_coordinate_ordinate real [0.13194, 0.86806]
@attribute 29st_coordinate_abcissa real [0.048356, 0.89749]
@attribute 29st_coordinate_ordinate real [0.12731, 0.87037]
@attribute 30st_coordinate_abcissa real [0.067698, 0.88975]
@attribute 30st_coordinate_ordinate real [0.11111, 0.86111]
@attribute 31st_coordinate_abcissa real [0.088975, 0.89749]
@attribute 31st_coordinate_ordinate real [0.10185, 0.85417]
@attribute 32st_coordinate_abcissa real [0.094778, 0.90522]
@attribute 32st_coordinate_ordinate real [0.041667, 0.83565]
@attribute 33st_coordinate_abcissa real [0.092843, 0.91876]
@attribute 33st_coordinate_ordinate real [0.0, 0.82407]
@attribute 34st_coordinate_abcissa real [0.10058, 0.90716]
@attribute 34st_coordinate_ordinate real [0.0, 0.82639]
@attribute 35st_coordinate_abcissa real [0.071567, 0.90716]
@attribute 35st_coordinate_ordinate real [0.030093, 0.83333]
@attribute 36st_coordinate_abcissa real [0.065764, 0.91683]
@attribute 36st_coordinate_ordinate real [0.085648, 0.83565]
@attribute 37st_coordinate_abcissa real [0.017408, 0.9207]
@attribute 37st_coordinate_ordinate real [0.11111, 0.87963]
@attribute 38st_coordinate_abcissa real [0.0, 0.92456]
@attribute 38st_coordinate_ordinate real [0.099537, 0.9838]
@attribute 39st_coordinate_abcissa real [0.0058027, 0.92843]
@attribute 39st_coordinate_ordinate real [0.094907, 0.96991]
@attribute 40st_coordinate_abcissa real [0.025145, 0.94391]
@attribute 40st_coordinate_ordinate real [0.085648, 0.84722]
@attribute 41st_coordinate_abcissa real [0.059961, 0.96132]
@attribute 41st_coordinate_ordinate real [0.076389, 0.83102]
@attribute 42st_coordinate_abcissa real [0.059961, 0.97099]
@attribute 42st_coordinate_ordinate real [0.050926, 0.81944]
@attribute 43st_coordinate_abcissa real [0.029014, 0.97872]
@attribute 43st_coordinate_ordinate real [0.030093, 0.82407]
@attribute 44st_coordinate_abcissa real [0.011605, 0.98839]
@attribute 44st_coordinate_ordinate real [0.0092593, 0.87269]
@attribute 45st_coordinate_abcissa real [0.0058027, 1.0]
@attribute 45st_coordinate_ordinate real [0.0069444, 0.88426]
@attribute Class integer [1, 15]
@inputs 1st_coordinate_abcissa, 1st_coordinate_ordinate, 2st_coordinate_abcissa, 2st_coordinate_ordinate, 3st_coordinate_abcissa, 3st_coordinate_ordinate, 4st_coordinate_abcissa, 4st_coordinate_ordinate, 5st_coordinate_abcissa, 5st_coordinate_ordinate, 6st_coordinate_abcissa, 6st_coordinate_ordinate, 7st_coordinate_abcissa, 7st_coordinate_ordinate, 8st_coordinate_abcissa, 8st_coordinate_ordinate, 9st_coordinate_abcissa, 9st_coordinate_ordinate, 10st_coordinate_abcissa, 10st_coordinate_ordinate, 11st_coordinate_abcissa, 11st_coordinate_ordinate, 12st_coordinate_abcissa, 12st_coordinate_ordinate, 13st_coordinate_abcissa, 13st_coordinate_ordinate, 14st_coordinate_abcissa, 14st_coordinate_ordinate, 15st_coordinate_abcissa, 15st_coordinate_ordinate, 16st_coordinate_abcissa, 16st_coordinate_ordinate, 17st_coordinate_abcissa, 17st_coordinate_ordinate, 18st_coordinate_abcissa, 18st_coordinate_ordinate, 19st_coordinate_abcissa, 19st_coordinate_ordinate, 20st_coordinate_abcissa, 20st_coordinate_ordinate, 21st_coordinate_abcissa, 21st_coordinate_ordinate, 22st_coordinate_abcissa, 22st_coordinate_ordinate, 23st_coordinate_abcissa, 23st_coordinate_ordinate, 24st_coordinate_abcissa, 24st_coordinate_ordinate, 25st_coordinate_abcissa, 25st_coordinate_ordinate, 26st_coordinate_abcissa, 26st_coordinate_ordinate, 27st_coordinate_abcissa, 27st_coordinate_ordinate, 28st_coordinate_abcissa, 28st_coordinate_ordinate, 29st_coordinate_abcissa, 29st_coordinate_ordinate, 30st_coordinate_abcissa, 30st_coordinate_ordinate, 31st_coordinate_abcissa, 31st_coordinate_ordinate, 32st_coordinate_abcissa, 32st_coordinate_ordinate, 33st_coordinate_abcissa, 33st_coordinate_ordinate, 34st_coordinate_abcissa, 34st_coordinate_ordinate, 35st_coordinate_abcissa, 35st_coordinate_ordinate, 36st_coordinate_abcissa, 36st_coordinate_ordinate, 37st_coordinate_abcissa, 37st_coordinate_ordinate, 38st_coordinate_abcissa, 38st_coordinate_ordinate, 39st_coordinate_abcissa, 39st_coordinate_ordinate, 40st_coordinate_abcissa, 40st_coordinate_ordinate, 41st_coordinate_abcissa, 41st_coordinate_ordinate, 42st_coordinate_abcissa, 42st_coordinate_ordinate, 43st_coordinate_abcissa, 43st_coordinate_ordinate, 44st_coordinate_abcissa, 44st_coordinate_ordinate, 45st_coordinate_abcissa, 45st_coordinate_ordinate
@outputs Class
@data
0.1123371104815864, 0.10144156271032578, 0.11570506886189166, 0.08694767487360888, 0.1385923012082045, 0.10144156271032578, 0.17269833954982075, 0.07143408161690967, 0.29891823545939866, 0.06008243016333381, 0.4371618662862147, 0.08650482824598649, 0.5721973346857125, 0.15571467009477113, 0.6657507082152974, 0.28469083417888874, 0.72252364855268, 0.47015490755516853, 0.7445104110445132, 0.6445325683428957, 0.7520845634297728, 0.8072312149759708, 0.7797541198012032, 0.9253231039489487, 0.8109799347445736, 0.9416009598632734, 0.8095292804621848, 0.902603368206676, 0.7731657361831454, 0.8169923383277026, 0.6950758538859225, 0.6819826283411441, 0.5953980374483427, 0.4584898572501878, 0.46178289247681203, 0.15669294473642303, 0.31666293277267477, 0.0, 0.14935795216114145, 0.0, 0.068051455404806, 0.0, 0.027774586397058848, 0.0, 0.0, 0.08547639706832572, 0.0, 0.0916732666138671, 0.0, 0.07317587145491267, 0.03196717615762659, 0.01189721084120482, 0.06290136402802843, 0.0, 0.13015362394957983, 0.0, 0.26797661688180036, 0.0, 0.41522361359570664, 0.0, 0.5217383160063689, 0.19475770568724213, 0.6086915800318442, 0.40584574515087035, 0.6767629293087543, 0.5609804283117772, 0.7009293111501231, 0.6790133333333334, 0.7048767480445606, 0.7669853776928379, 0.6782818412408, 0.7979083377486632, 0.6417492804605052, 0.7275950699863744, 0.6126541190021204, 0.6387961799083987, 0.5714304555406083, 0.5268180071354788, 0.48556889883981275, 0.391974954733454, 0.4000053713625804, 0.2822054752587689, 0.2787687262822462, 0.22360290112508485, 0.17530668777206176, 0.20256809522288172, 0.1204782804229179, 0.1806042777967209, 0.10117826809431009, 0.19063126686816967, 1
0.16439093484419265, 0.18840488973062663, 0.15702220386538104, 0.18477359169810137, 0.16576285473447597, 0.18840488973062663, 0.16434568470168062, 0.1607189693743732, 0.23097780275358246, 0.12721721874522973, 0.3005523144943709, 0.10034679661574342, 0.3978108359394809, 0.10034679661574342, 0.4876770538243625, 0.13879408418657568, 0.5769252620515296, 0.2089559456453407, 0.6620884583700252, 0.32031724603442463, 0.7325854346980802, 0.48193063724214497, 0.8154821436814328, 0.6804990409952141, 0.88414797534795, 0.8357763493347334, 0.9047564338235292, 0.9188314648346824, 0.9009447986521755, 0.9509833679452119, 0.8885159759301635, 0.954067380054649, 0.8651383479872791, 0.9130523871320264, 0.8139470972174511, 0.7603718745023094, 0.7366570734313337, 0.5817479438398271, 0.6103902643726394, 0.43859183750805253, 0.5000076479495847, 0.31465067778936406, 0.36665613511029416, 0.20264149507098544, 0.23261520171964528, 0.200860302398139, 0.13673232908458868, 0.25417596659226727, 0.07282917221803856, 0.26829396786372817, 0.049416114342395956, 0.2658700906862325, 0.0, 0.2762649184736931, 0.0, 0.2529164565473189, 0.0, 0.23166094005404136, 0.0, 0.1880330834841044, 0.0, 0.2284604805436454, 0.10506696637632285, 0.2954473093274125, 0.2861942312044145, 0.33840845033321915, 0.44236499218863246, 0.39814666666666665, 0.5673293434463145, 0.504849170321428, 0.6675537444384381, 0.6132471942584653, 0.7319582134100842, 0.6845813204508857, 0.7417737755556137, 0.6956496611908167, 0.7321489805069769, 0.6908549764376573, 0.7165343646108961, 0.7129607654379587, 0.7064953202003518, 0.6564413600819474, 0.6547356172896641, 0.534161740675051, 0.5925935381748088, 0.41158004253303543, 0.5132482630691819, 0.314379338045344, 0.4211694122283937, 0.2775944473019598, 1
0.9534277620396601, 0.4384009766939536, 0.9504080440943985, 0.44203227472647877, 0.953807249227311, 0.44203227472647877, 0.9387231958985583, 0.43571704080845486, 0.8858668165214948, 0.4275683101816516, 0.8169451781955842, 0.4429130915722444, 0.7438649874623164, 0.5017339830787171, 0.6630169971671387, 0.5231374719429326, 0.5879044399625031, 0.5559746602833792, 0.5082379342669658, 0.5742153223084712, 0.4401129048517403, 0.5622408438730719, 0.3779754119801203, 0.589223295749906, 0.3262298441120375, 0.6204377720703123, 0.2571395745798319, 0.6558437277775362, 0.2651712860493542, 0.6601306451362426, 0.33443512162047634, 0.6572532018501275, 0.4671008996445638, 0.6521753978553377, 0.5946753692889042, 0.5944616977225674, 0.713323108208248, 0.6009803107086483, 0.7921947125472094, 0.6359657433021334, 0.8846230325649693, 0.6422426634887533, 0.952780330882353, 0.5947170098580292, 0.9759332600687028, 0.5854671663558992, 0.9892857340866124, 0.5833393332853336, 0.9775965938712855, 0.5853718500307314, 0.927333663976434, 0.5833233332761902, 0.8522004909850592, 0.5836611195158852, 0.7809545693277311, 0.5797613044209109, 0.7189633033723051, 0.5791440104079792, 0.6366726296958856, 0.6068382380090831, 0.4927601386157161, 0.6441873634819191, 0.36231151072398615, 0.6720727443079094, 0.296290493846502, 0.676830071385296, 0.25233133083154824, 0.6790133333333334, 0.24068203365726487, 0.6666606084076518, 0.21984282090731422, 0.6097550696016569, 0.21391642682016843, 0.5663167347949958, 0.24050417528336956, 0.5585222429312413, 0.30867030677112184, 0.5520429327962192, 0.37007938123346223, 0.5678944856147049, 0.4597349232566572, 0.5858903225549972, 0.5498684367107856, 0.5962788750761372, 0.6518503389203059, 0.6044927775794507, 0.7518029572360594, 0.6019978847965418, 0.8282351281059395, 0.6019978847965418, 2
0.02466005665722379, 0.44203227472647877, 0.06061555552390582, 0.44203227472647877, 0.1385923012082045, 0.4492792186448372, 0.19777070522328952, 0.4749980714340817, 0.32880022478224213, 0.46995878491833304, 0.44262850846835144, 0.4602080779694461, 0.5476854591046121, 0.4636610959968908, 0.6273937677053825, 0.4804292346954464, 0.6895577081498735, 0.5149346357818719, 0.7362582734426043, 0.5390651366857915, 0.7715836921614654, 0.5662658963548985, 0.8124971149851516, 0.6099628945811749, 0.8292798259855303, 0.6569371721557667, 0.7936580882352939, 0.6883139470461919, 0.7092596874896764, 0.6895378008304025, 0.5803203661327232, 0.6643209330015724, 0.4243465247189673, 0.6363636363636362, 0.2690999656475438, 0.5852643733078516, 0.12666517310906983, 0.6009803107086483, 0.022727654217373106, 0.6184205540187199, 0.0, 0.6379226873231045, 0.0, 0.6123396642941423, 0.01336872153219841, 0.5982978566285746, 0.03216774687165613, 0.6000071999424004, 0.011208943984243741, 0.5853718500307314, 0.0, 0.5912605214886941, 0.028304800923442064, 0.5642124726844848, 0.1238018644957983, 0.5564296520423602, 0.20914712441711153, 0.5791440104079792, 0.30103756708407875, 0.5982904404977293, 0.34783178795541814, 0.6217134536040774, 0.4057881427367238, 0.6558446932028731, 0.48820652079307875, 0.6737744646102783, 0.554510460790156, 0.6851866666666666, 0.6103193884806826, 0.6763771238275521, 0.6434224569282159, 0.6411089302056739, 0.6494909924315104, 0.5842313885792147, 0.6303761681631371, 0.5652117376793376, 0.5867294452797343, 0.5520429327962192, 0.5065608250220504, 0.5462945432145513, 0.4363694960319059, 0.558287427895223, 0.3580504832802232, 0.5745311699218907, 0.2839526660454192, 0.5948526970694988, 0.21928120900600345, 0.588633382071628, 0.16470207553275085, 0.5819439066536441, 2
0.8493201133144477, 0.5760772589960714, 0.8484895959437713, 0.5760772589960714, 0.8505479067153695, 0.5760772589960714, 0.8440069701464593, 0.5714263673532362, 0.8478224220286595, 0.5582964432911006, 0.8469905216617462, 0.5570869084277557, 0.8446876848956131, 0.5709288767975127, 0.8383569405099149, 0.6227746517848907, 0.8351702979859669, 0.626867836936022, 0.8489049228758913, 0.4882888963887952, 0.863506098878152, 0.28916185221811613, 0.9047560431444353, 0.0788355710111675, 0.942073987673975, 0.0, 0.9555540966386553, 0.0, 0.9520663341151596, 0.0, 0.9508093906263242, 0.0, 0.9473648407340011, 0.0, 0.9468395740295429, 0.018434464086638014, 0.9433367225601875, 0.23558610949572156, 0.9123289970625262, 0.5306946076016521, 0.9053336800403813, 0.7500000000000001, 0.9111184512867647, 0.8854527461652648, 0.9304815421513538, 0.9230712426385067, 0.9544262531394323, 0.9458204334365323, 0.9579881828187452, 0.914636930371411, 0.9593158693659165, 0.8253990022800128, 0.9654034368954137, 0.6342410489157841, 0.9492187499999998, 0.4396873424104892, 0.9444481989592484, 0.2779964639556994, 0.9273345259391772, 0.07264704796366722, 0.8731853516905499, 0.0, 0.8260747400955324, 0.0, 0.7979703030619527, 0.0, 0.7725845157757414, 0.0, 0.7707839535434937, 0.0, 0.7587148460781459, 0.0, 0.7603133994243685, 0.053774928774928815, 0.7569566241721423, 0.21404938378628294, 0.7602015246234602, 0.35647139948596207, 0.7716534364610896, 0.48765469958746777, 0.7896037277256307, 0.622703016441148, 0.805630115431911, 0.7204997276505771, 0.8493815183119088, 0.8199360754315463, 0.898792713175011, 0.8862789178942745, 0.9035221530459069, 0.8728999670583069, 3
0.4493201133144475, 0.7862229804817731, 0.438024297494766, 0.7934699244001315, 0.44293340826074745, 0.7934699244001315, 0.42618701306182405, 0.778569775514927, 0.4456588929474572, 0.7420546481453214, 0.45628805107849646, 0.6643546892283776, 0.46865579128278806, 0.5709288767975127, 0.48219546742209624, 0.4733111951541986, 0.48900661875408347, 0.3694085787513902, 0.5054966906229582, 0.25391495106311174, 0.5181094197785105, 0.16466281510782632, 0.5208413472634672, 0.10373384480255254, 0.5518339296691518, 0.1496349271667479, 0.5587250525210083, 0.19804870112109918, 0.5623038551749198, 0.1928067527751856, 0.5540978048987202, 0.1484070891022608, 0.5493443989047805, 0.10672085240079227, 0.5514943318447268, 0.07373785634655206, 0.5599979319971737, 0.2019398521226219, 0.5194796475031472, 0.421046648224639, 0.5059271609281553, 0.586194696856845, 0.5055577895220589, 0.7004339055303925, 0.5106890331142306, 0.8290656672882012, 0.5308315822739194, 0.9291705666354668, 0.5182036725945663, 0.9959258934059179, 0.5145407818206412, 0.9999999999999998, 0.5062836332894374, 1.0000000000000002, 0.5174632352941176, 0.9999999999999998, 0.49020071636142454, 0.9999999999999998, 0.43944543828264765, 0.9999999999999999, 0.33333333333333337, 0.8726640239462826, 0.2499953170366207, 0.7694831288580193, 0.25588803592876913, 0.6798725074414561, 0.2803717244600492, 0.5925866666666666, 0.30658923915619823, 0.4789710839297224, 0.3243932526646985, 0.33798648909012086, 0.3324805457840316, 0.20071534745447792, 0.3291144210884531, 0.16722292054960772, 0.3239824852945056, 0.14510532871444184, 0.3070900332451319, 0.12654899586934432, 0.3298688044689737, 0.12577140350714458, 0.3580504832802232, 0.13665232919129663, 0.3925858789588572, 0.17363396308710388, 0.43132567343831946, 0.23412008114059168, 0.4682344468854844, 0.33444776429929557, 3
0.6931586402266288, 0.032603421559266876, 0.69146739207839, 0.032603421559266876, 0.6902219724641753, 0.028987775673433636, 0.6824551044801913, 0.02499421430224491, 0.6820595672941838, 0.021202869790871604, 0.6694023420394671, 0.02076295255463545, 0.6512270025075366, 0.017294986397201673, 0.6246600566572238, 0.010669372444116476, 0.5906598869414539, 0.007463288037783844, 0.5576939465386471, 0.00781302733715833, 0.5125361828367343, 0.024098266798521784, 0.47321936883568494, 0.04563787262265401, 0.4573238970414387, 0.1605768639526249, 0.3999967174369748, 0.26622914857895447, 0.33865746093620946, 0.29085413457832565, 0.2622934146961607, 0.28622021401639475, 0.20065985272359316, 0.26482139198142207, 0.15613191343181032, 0.20737776716037581, 0.12666517310906983, 0.2596161834344106, 0.11038187159043222, 0.3772026223047481, 0.1716046927818652, 0.43965067778936395, 0.22499712775735298, 0.44492444715106766, 0.25936370359618754, 0.4786309007329185, 0.278817632937289, 0.5208258333933328, 0.2801077448879105, 0.5081218719817368, 0.2965117152862317, 0.5357173469562684, 0.29559901802988187, 0.5836611195158852, 0.3174566701680671, 0.6381408640107582, 0.3300669054538082, 0.6911131867765286, 0.32525939177101976, 0.7777757264704795, 0.2898567013205957, 0.8164711592913196, 0.2789734944272735, 0.8571454619664696, 0.329956307553049, 0.8902483997576588, 0.3831757638228993, 0.9259199999999999, 0.4355297463853995, 0.9449863479463201, 0.5093766892594287, 0.9581848176870092, 0.5695954589062999, 0.9354793756967671, 0.6177194314284967, 0.9130510164275497, 0.6607185249663686, 0.8990457864425904, 0.6981613406608318, 0.904320255145986, 0.7428594448696773, 0.9233135134920247, 0.7749408295759563, 0.9441079952667548, 0.8024688206083971, 0.9742745978322321, 0.8192744817860519, 1.0, 0.8235274081751319, 1.0, 4
0.5342492917847026, 0.08694767487360888, 0.5289333884038568, 0.07971638310194246, 0.5326074740095532, 0.07246943918358406, 0.5153156007430982, 0.0678546632723907, 0.5163107614498454, 0.05654098610899094, 0.4999929371548034, 0.05189990732159405, 0.48229228298537735, 0.041525905109270844, 0.45205382436260627, 0.03559019770623867, 0.42033349430446265, 0.0373164401889195, 0.3873675539016561, 0.050793115086061436, 0.33983784328691363, 0.07630250351324619, 0.29167115446754166, 0.12033269399680929, 0.2683038317860126, 0.25181748092650136, 0.2063419117647059, 0.3473976837442721, 0.15016021935185486, 0.37255322723416023, 0.07870158488007456, 0.37455922087041477, 0.062498937092906603, 0.3359572433576941, 0.039866025420817575, 0.2534639273769709, 0.03332931221672669, 0.27884855030323175, 0.012992026856903094, 0.3640342566978665, 0.07397096838337647, 0.4137866825562342, 0.1277717141544118, 0.4008678110607849, 0.16309674387099898, 0.41879742278509047, 0.17963097462396113, 0.4708402332781336, 0.17647569947286101, 0.5243831767494952, 0.20058012834964006, 0.5714261224349853, 0.2106846152595555, 0.6342410489157841, 0.2507878151260504, 0.692603798957808, 0.28105359194431295, 0.756763518697668, 0.27681574239713774, 0.8632537015840195, 0.22101713964596792, 0.906366798802686, 0.19202023040179828, 0.9383137694382457, 0.2592476543596706, 0.9573137001817559, 0.3489023820644559, 0.9876533333333333, 0.45272872718653706, 1.0000000000000002, 0.5361969312653332, 0.9999999999999999, 0.592780620402942, 0.9641552087204263, 0.6329153687076255, 0.9264155577709389, 0.6556144654585742, 0.8990457864425904, 0.6640341949928761, 0.8981469382748312, 0.6831164645691497, 0.9049071665489492, 0.698211003715506, 0.9192611415063203, 0.7185110484190101, 0.9485491956644642, 0.7301139018000296, 0.9732420983280647, 0.743520498653373, 0.9698901365635457, 4
0.3835694050991501, 0.0, 0.38017176306382017, 0.0, 0.3858668165214948, 0.0, 0.37046904477311027, 0.0, 0.38859230120820454, 0.0, 0.3852499540915062, 0.0, 0.3869213647761531, 0.0, 0.3835694050991501, 0.0, 0.3818708632786978, 0.0, 0.3873675539016561, 0.0, 0.4066878843301314, 0.0, 0.46429505623855616, 0.0, 0.5701338209101082, 0.09853576704711184, 0.6603203781512605, 0.18506061341363694, 0.7444088401440321, 0.19608205768207232, 0.8262225612340028, 0.180219511822803, 0.8947296814680022, 0.15019465883477906, 0.9601339745791825, 0.10138955247650905, 0.9999999999999999, 0.1971213757580793, 0.9999999999999999, 0.3596574330213347, 1.0, 0.461194696856845, 1.0, 0.4977924104594071, 1.0000000000000002, 0.5512766075285689, 1.0, 0.6166570667434659, 0.9999999999999999, 0.6585301606813592, 1.0, 0.6785695918262389, 1.0, 0.7198520759791562, 0.9650899422268908, 0.7509833585476551, 0.9281104277894165, 0.7799146011942488, 0.8788908765652952, 0.8376103090499575, 0.768118385314227, 0.857681417361055, 0.6557834597733447, 0.8766275388764915, 0.5892213692621024, 0.8902483997576588, 0.542044484530271, 0.9135866666666665, 0.5186211187485188, 0.9255672977042462, 0.5067015953539302, 0.9094004383218534, 0.48711491312226834, 0.8637897931376194, 0.46076018952383446, 0.8361146027480385, 0.42856954445939177, 0.8170341156558073, 0.3910713074156998, 0.8086405102919725, 0.3844149914729619, 0.8128754318335718, 0.3785188221449444, 0.8198871426923149, 0.38271825574122065, 0.8392301270573724, 0.3855432043243566, 0.8494940271508904, 0.38822753736372545, 0.8394670380794416, 5
0.4876770538243625, 0.12318239446540091, 0.4848532323074075, 0.12318239446540091, 0.4945630795167182, 0.11956674857956773, 0.48468439925690177, 0.11785852040422745, 0.5, 0.113081972217982, 0.5027333210910683, 0.11072079882806662, 0.5068041585664778, 0.10726778080062183, 0.5123371104815864, 0.10675521938320576, 0.5192313155128824, 0.11194932056675855, 0.5302246967587988, 0.109382382720216, 0.540387966416567, 0.1285067402279706, 0.5684479389453925, 0.1535303923853228, 0.6158599057421622, 0.2481754241577153, 0.6476168592436975, 0.3214355343419906, 0.6677347956790327, 0.32026129027248557, 0.6786846342910415, 0.27562624982826794, 0.6973690923623747, 0.2055358240557339, 0.7176056338028168, 0.07835642618251315, 0.7366570734313337, 0.07692946747528462, 0.7337641628199748, 0.1666792981924286, 0.7574070391727978, 0.18965067778936395, 0.7833323759191178, 0.15416967989951663, 0.8074799040648046, 0.15812210386397618, 0.8391474050131122, 0.1875044999640002, 0.8739500666164629, 0.20324874879269467, 0.9128003967717211, 0.21030977319870398, 0.9591116747142695, 0.23346780971591868, 0.9777770483193278, 0.24513363590519416, 1.0, 0.26640424325316076, 1.0, 0.27777572647047966, 0.9565233679872627, 0.3632877598899765, 0.9021635290812027, 0.4480498988026026, 0.875415600466517, 0.49085952111266234, 0.8442236144888788, 0.5123466666666666, 0.8424093387058547, 0.5145656857413282, 0.8364588964198094, 0.49129377197630164, 0.8324805457840314, 0.4587823609562741, 0.8278448208162091, 0.471573259358791, 0.8316319801640685, 0.4857985440134751, 0.8293914105434561, 0.5123479670720877, 0.8493467080261585, 0.5337456319711222, 0.8618916024276402, 0.5776437347558112, 0.8740697243958793, 0.6141467486953248, 0.8867460063360445, 0.6387972236509799, 0.8917589355443801, 0.6655551253229154, 5
