@relation wine-10-2tst.dat
@attribute Alcohol real [11.0, 14.9]
@attribute MalicAcid real [0.7, 5.8]
@attribute Ash real [1.3, 3.3]
@attribute AlcalinityOfAsh real [10.6, 30.0]
@attribute Magnesium real [70.0, 162.0]
@attribute TotalPhenols real [0.9, 3.9]
@attribute flavanoids real [0.3, 5.1]
@attribute NonflavanoidsPhenols real [0.1, 0.7]
@attribute Proanthocyanins real [0.4, 3.6]
@attribute ColorIntensity real [1.2, 13.0]
@attribute Hue real [0.4, 1.8]
@attribute OD280/OD315 real [1.2, 4.0]
@attribute Proline real [278.0, 1680.0]
@attribute Class integer [1, 3]
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
1.0, 0.26729559748427667, 0.4822695035460993, 0.12030075187969924, 0.756756756756757, 1.0, 0.6513157894736842, 0.0714285714285714, 0.5583596214511042, 0.596938775510204, 0.42647058823529416, 0.9000000000000001, 0.8353909465020577, 1
0.9417808219178081, 0.2075471698113207, 0.44680851063829796, 0.0, 0.7297297297297298, 0.7521367521367522, 0.6293859649122807, 0.30952380952380953, 0.49211356466876965, 0.4897959183673469, 0.7058823529411764, 0.6499999999999999, 0.8106995884773662, 1
0.8938356164383565, 0.33018867924528295, 0.5602836879432622, 0.18045112781954886, 0.9729729729729732, 0.4658119658119658, 0.4364035087719297, 0.23809523809523814, 0.26498422712933756, 0.3163265306122449, 0.7205882352941178, 0.9541666666666666, 0.6831275720164609, 1
0.9143835616438354, 0.11949685534591187, 0.35460992907801403, 0.12030075187969924, 0.2702702702702702, 0.29487179487179493, 0.41885964912280704, 0.11904761904761907, 0.3659305993690852, 0.3112244897959183, 0.8823529411764703, 0.6375, 0.6707818930041154, 1
0.9383561643835616, 0.15408805031446537, 0.46808510638297873, 0.09774436090225569, 0.6216216216216219, 0.764957264957265, 0.7478070175438596, 0.26190476190476186, 0.4574132492113565, 0.6887755102040816, 0.9705882352941175, 0.6375, 1.0, 1
0.30136986301369895, 0.0, 0.32624113475177285, 0.06015037593984962, 0.43243243243243246, 0.23076923076923073, 0.125, 1.0, 0.0, 0.13469387755102039, 1.0, 0.15833333333333321, 0.1769547325102881, 2
0.31506849315068486, 0.034591194968553396, 0.5248226950354611, 0.21804511278195493, 0.3513513513513513, 0.38888888888888895, 0.4671052631578947, 0.38095238095238093, 0.526813880126183, 0.27040816326530603, 0.9117647058823528, 0.42083333333333317, 0.17530864197530865, 2
0.003424657534246922, 0.830188679245283, 0.0, 0.32330827067669166, 0.5945945945945947, 0.7136752136752139, 0.45175438596491224, 0.0714285714285714, 0.9999999999999999, 0.09693877551020405, 0.2647058823529411, 0.6333333333333333, 0.07983539094650205, 2
0.10616438356164437, 0.4968553459119497, 0.780141843971631, 0.3609022556390977, 0.4864864864864864, 0.10256410256410253, 0.33114035087719296, 0.9285714285714286, 0.2018927444794953, 0.1887755102040816, 0.9705882352941175, 0.5041666666666667, 0.11687242798353908, 2
0.0, 0.4088050314465408, 0.42553191489361697, 0.3609022556390977, 0.29729729729729737, 0.594017094017094, 0.4978070175438596, 0.26190476190476186, 0.4479495268138801, 0.1326530612244898, 0.3382352941176472, 0.875, 0.13168724279835392, 2
0.03767123287671259, 0.2987421383647798, 0.9999999999999998, 1.0, 0.9189189189189189, 0.7136752136752139, 0.9999999999999999, 0.6190476190476191, 0.4605678233438486, 0.41326530612244894, 0.5294117647058825, 1.0, 0.0, 2
0.4828767123287667, 0.07861635220125784, 0.35460992907801403, 0.21052631578947367, 1.0, 0.0, 0.16008771929824558, 0.0, 0.16719242902208203, 0.21938775510204075, 0.27941176470588247, 0.0, 0.13580246913580246, 3
0.3630136986301373, 0.04402515723270434, 0.3049645390070921, 0.1729323308270676, 0.0, 0.20940170940170943, 0.01315789473684209, 0.9285714285714286, 0.26498422712933756, 0.3571428571428572, 0.2647058823529411, 0.09166666666666656, 0.15226337448559674, 3
0.7089041095890414, 0.650943396226415, 0.6382978723404256, 0.6240601503759398, 0.32432432432432456, 0.017094017094017144, 0.0, 0.6904761904761905, 0.04416403785488962, 0.24489795918367344, 0.47058823529411775, 0.3208333333333333, 0.04526748971193417, 3
0.6952054794520555, 0.17924528301886788, 0.5815602836879434, 0.5488721804511278, 0.10810810810810834, 0.4658119658119658, 0.12719298245614036, 0.7380952380952381, 0.5930599369085173, 0.9999999999999999, 0.0, 0.2041666666666666, 0.12757201646090538, 3
0.6232876712328768, 0.9999999999999999, 0.31205673758865227, 0.3609022556390977, 0.945945945945946, 0.03418803418803429, 0.03728070175438594, 0.5238095238095237, 0.2965299684542587, 0.8418367346938774, 0.02941176470588236, 0.11249999999999993, 0.3045267489711934, 3
0.852739726027397, 0.19811320754716977, 0.31914893617021267, 0.16541353383458635, 0.6216216216216219, 0.5854700854700855, 0.6622807017543859, 0.26190476190476186, 0.526813880126183, 0.7091836734693877, 0.8088235294117647, 0.7541666666666667, 0.654320987654321, 1
0.12671232876712324, 0.11635220125786155, 0.12056737588652489, 0.42105263157894735, 0.027027027027027195, 0.20085470085470092, 0.23684210526315788, 0.2142857142857143, 0.35331230283911674, 0.0, 0.5588235294117647, 0.8500000000000001, 0.024691358024691357, 2
