@relation wine-10-8tra.dat
@attribute Alcohol real [11.0, 14.9]
@attribute MalicAcid real [0.7, 5.8]
@attribute Ash real [1.3, 3.3]
@attribute AlcalinityOfAsh real [10.6, 30.0]
@attribute Magnesium real [70.0, 162.0]
@attribute TotalPhenols real [0.9, 3.9]
@attribute flavanoids real [0.3, 5.1]
@attribute NonflavanoidsPhenols real [0.1, 0.7]
@attribute Proanthocyanins real [0.4, 3.6]
@attribute ColorIntensity real [1.2, 13.0]
@attribute Hue real [0.4, 1.8]
@attribute OD280/OD315 real [1.2, 4.0]
@attribute Proline real [278.0, 1680.0]
@attribute Class integer [1, 3]
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
0.8421052631578951, 0.19169960474308304, 0.575268817204301, 0.25773195876288657, 0.6195652173913043, 0.6275862068965518, 0.7576601671309191, 0.28301886792452835, 0.5930599369085173, 0.3720136518771331, 0.45528455284552855, 1.0, 0.5613409415121255, 1
0.5710526315789473, 0.20553359683794467, 0.4193548387096775, 0.030927835051546393, 0.32608695652173914, 0.5758620689655173, 0.6740947075208912, 0.2452830188679245, 0.2744479495268139, 0.26450511945392485, 0.4634146341463415, 0.8037735849056604, 0.5506419400855921, 1
0.560526315789474, 0.32015810276679846, 0.704301075268817, 0.41237113402061865, 0.3369565217391305, 0.6275862068965518, 0.8077994428969358, 0.320754716981132, 0.7570977917981072, 0.3754266211604095, 0.4471544715447155, 0.7169811320754715, 0.6469329529243938, 1
0.8789473684210525, 0.23913043478260873, 0.6129032258064515, 0.31958762886597947, 0.46739130434782605, 0.9896551724137932, 0.8774373259052923, 0.20754716981132074, 0.5583596214511042, 0.5563139931740614, 0.3089430894308944, 0.8226415094339623, 0.8573466476462198, 1
0.5815789473684214, 0.36561264822134387, 0.8118279569892473, 0.5360824742268042, 0.5217391304347826, 0.6275862068965518, 0.6545961002785514, 0.49056603773584906, 0.444794952681388, 0.2593856655290102, 0.45528455284552855, 0.6264150943396227, 0.3259629101283881, 1
0.8342105263157893, 0.20158102766798422, 0.586021505376344, 0.2371134020618556, 0.4565217391304349, 0.7896551724137932, 0.8495821727019497, 0.39622641509433965, 0.49211356466876965, 0.4667235494880546, 0.4634146341463415, 0.5962264150943397, 0.8359486447931527, 1
0.797368421052632, 0.2786561264822135, 0.672043010752688, 0.3608247422680413, 0.5543478260869567, 0.5586206896551725, 0.6044568245125347, 0.339622641509434, 0.26498422712933756, 0.3216723549488054, 0.47154471544715454, 0.8716981132075472, 0.725392296718973, 1
1.0, 0.17786561264822134, 0.43548387096774177, 0.17525773195876293, 0.2934782608695653, 0.6275862068965518, 0.735376044568245, 0.3018867924528301, 0.49526813880126186, 0.33447098976109213, 0.48780487804878053, 0.5962264150943397, 0.5470756062767476, 1
0.7447368421052629, 0.12055335968379452, 0.489247311827957, 0.27835051546391754, 0.30434782608695665, 0.6896551724137931, 0.7827298050139274, 0.16981132075471697, 0.4542586750788644, 0.5068259385665529, 0.4308943089430895, 0.8603773584905658, 0.5470756062767476, 1
0.8078947368421052, 0.2806324110671937, 0.5053763440860213, 0.38144329896907214, 0.3804347826086957, 0.6793103448275863, 0.8300835654596098, 0.16981132075471697, 0.6214511041009463, 0.3813993174061433, 0.6260162601626016, 0.7169811320754715, 0.8787446504992867, 1
