@relation wine-10-1tst.dat
@attribute Alcohol real [11.0, 14.9]
@attribute MalicAcid real [0.7, 5.8]
@attribute Ash real [1.3, 3.3]
@attribute AlcalinityOfAsh real [10.6, 30.0]
@attribute Magnesium real [70.0, 162.0]
@attribute TotalPhenols real [0.9, 3.9]
@attribute flavanoids real [0.3, 5.1]
@attribute NonflavanoidsPhenols real [0.1, 0.7]
@attribute Proanthocyanins real [0.4, 3.6]
@attribute ColorIntensity real [1.2, 13.0]
@attribute Hue real [0.4, 1.8]
@attribute OD280/OD315 real [1.2, 4.0]
@attribute Proline real [278.0, 1680.0]
@attribute Class integer [1, 3]
@inputs Alcohol, MalicAcid, Ash, AlcalinityOfAsh, Magnesium, TotalPhenols, flavanoids, NonflavanoidsPhenols, Proanthocyanins, ColorIntensity, Hue, OD280/OD315, Proline
@outputs Class
@data
1.0, 0.17211328976034856, 0.6403508771929827, 0.23404255319148937, 0.8032786885245904, 0.7674418604651162, 0.8858131487889274, 0.28571428571428575, 1.0, 0.45798319327731085, 0.6222222222222223, 1.0, 0.7815292949354519, 1
0.602316602316602, 0.18736383442265797, 0.38596491228070207, 0.0, 0.360655737704918, 0.6976744186046512, 0.7820069204152248, 0.24489795918367346, 0.3441558441558442, 0.3256302521008403, 0.6333333333333334, 0.7968750000000001, 0.7666335650446873, 1
0.718146718146718, 0.19389978213507625, 0.798245614035088, 0.46808510638297873, 0.29508196721311464, 0.641860465116279, 0.7301038062283736, 0.28571428571428575, 0.5909090909090909, 0.2352941176470588, 0.7111111111111114, 0.9609375000000001, 0.5630585898709037, 1
0.640926640926641, 0.17429193899782136, 0.38596491228070207, 0.3085106382978724, 0.2622950819672132, 0.5813953488372093, 0.5847750865051903, 0.2653061224489796, 0.38961038961038963, 0.2804621848739496, 0.6, 0.5507812500000001, 0.9999999999999999, 1
0.6332046332046328, 0.1568627450980392, 1.0000000000000002, 0.22872340425531923, 0.5245901639344261, 0.6744186046511628, 0.754325259515571, 0.4081632653061225, 0.3961038961038962, 0.3487394957983192, 0.6777777777777779, 0.5546874999999999, 0.5978152929493545, 1
0.8725868725868731, 0.1655773420479303, 0.3684210526315792, 0.25531914893617025, 0.3770491803278688, 0.9069767441860467, 1.0, 0.1428571428571428, 0.9025974025974027, 0.5063025210084032, 0.47777777777777797, 0.7695312500000001, 0.702085402184707, 1
0.5212355212355213, 0.1633986928104575, 0.7894736842105268, 1.0, 1.0, 0.9999999999999999, 0.8269896193771626, 0.1428571428571428, 0.7857142857142857, 0.21743697478991594, 0.9222222222222224, 0.8359375000000001, 0.702085402184707, 2
0.13899613899613872, 0.0, 0.26315789473684226, 0.4148936170212767, 0.13114754098360648, 0.5906976744186047, 0.6089965397923874, 0.32653061224489793, 0.4415584415584415, 0.12815126050420164, 0.9999999999999999, 0.6875000000000001, 0.0, 2
0.0, 0.24836601307189543, 0.6666666666666667, 0.5531914893617023, 0.0983606557377048, 0.37209302325581395, 0.4117647058823529, 0.693877551020408, 0.38961038961038963, 0.15966386554621845, 0.5777777777777778, 0.5429687500000001, 0.3992055610724926, 2
0.16988416988417043, 0.19825708061002179, 0.5438596491228072, 0.38829787234042556, 0.049180327868852514, 0.2093023255813954, 0.3460207612456747, 0.7755102040816326, 0.5779220779220778, 0.11764705882352935, 0.6666666666666669, 0.35546875, 0.20059582919563063, 2
0.06563706563706617, 0.26143790849673204, 0.9122807017543864, 0.5478723404255319, 0.918032786885246, 0.2093023255813954, 0.1695501730103806, 0.0, 0.5259740259740261, 0.12815126050420164, 0.5222222222222223, 0.3515624999999999, 0.3445878848063555, 2
0.13899613899613872, 0.5468409586056645, 0.26315789473684226, 0.4148936170212767, 0.14754098360655732, 0.39534883720930236, 0.39446366782006914, 0.46938775510204084, 0.7272727272727274, 0.0, 0.5000000000000001, 0.6601562499999999, 0.28401191658391267, 2
0.15444015444015413, 0.7363834422657952, 0.5964912280701757, 0.574468085106383, 0.032786885245901676, 0.4418604651162792, 0.4325259515570934, 0.5714285714285714, 0.38961038961038963, 0.13865546218487393, 0.34444444444444455, 0.4726562499999999, 0.2999006951340616, 2
0.4517374517374524, 0.30283224400871456, 0.6140350877192982, 0.6808510638297873, 0.3278688524590163, 0.0, 0.20415224913494812, 0.2653061224489796, 0.051948051948051965, 0.4642857142857143, 0.20000000000000007, 0.0, 0.2800397219463754, 3
0.3436293436293436, 1.0, 0.824561403508772, 0.7340425531914894, 0.29508196721311464, 0.29767441860465127, 0.03460207612456748, 1.0, 0.2272727272727273, 0.39075630252100835, 0.37777777777777777, 0.12890625, 0.23535253227408148, 3
0.49806949806949774, 0.4117647058823529, 0.8771929824561406, 0.521276595744681, 0.29508196721311464, 0.1813953488372093, 0.0, 0.7959183673469388, 0.0, 0.3487394957983192, 0.3222222222222223, 0.37109375, 0.3197616683217478, 3
0.44401544401544424, 0.3812636165577342, 0.6842105263157896, 0.574468085106383, 0.5573770491803278, 0.15348837209302324, 0.2975778546712803, 0.20408163265306117, 0.3311688311688312, 1.0, 0.0, 0.04296875, 0.20059582919563063, 3
0.36293436293436354, 0.08061002178649235, 0.35087719298245634, 0.46808510638297873, 0.4098360655737705, 0.15348837209302324, 0.02768166089965396, 0.7959183673469388, 0.42207792207792205, 0.6638655462184873, 0.11111111111111105, 0.07421875, 0.3594836146971202, 3
0.5675675675675675, 0.019607843137254888, 0.0, 0.2021276595744681, 0.0, 0.8511627906976745, 0.9273356401384083, 0.24489795918367346, 0.9935064935064933, 0.42226890756302515, 0.7111111111111114, 0.7109375000000001, 0.22244289970208542, 2
