@relation winequality-white-10-9tst.dat
@attribute FixedAcidity real [3.8, 14.2]
@attribute VolatileAcidity real [0.08, 1.1]
@attribute CitricAcid real [0.0, 1.66]
@attribute ResidualSugar real [0.6, 65.8]
@attribute Chlorides real [0.009, 0.346]
@attribute FreeSulfurDioxide real [2.0, 289.0]
@attribute TotalSulfurDioxide real [9.0, 440.0]
@attribute Density real [0.98711, 1.03898]
@attribute PH real [2.72, 3.82]
@attribute Sulphates real [0.22, 1.08]
@attribute Alcohol real [8.0, 14.2]
@attribute Quality integer [0, 10]
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
0.39344262295081955, 0.3561643835616438, 0.15, 0.12903225806451613, 0.13274336283185842, 0.07692307692307691, 0.14014251781472684, 0.21281464530892436, 0.36781609195402254, 0.13043478260869573, 0.32692307692307687, 6
0.4590163934426229, 0.47945205479452047, 0.07, 0.01612903225806452, 0.09292035398230092, 0.04895104895104895, 0.3135391923990499, 0.11670480549199169, 0.26436781609195403, 0.07246376811594213, 0.3846153846153846, 5
0.29508196721311475, 0.30136986301369867, 0.66, 0.49354838709677423, 0.14159292035398233, 0.08041958041958042, 0.3444180522565321, 0.4324942791762041, 0.4022988505747125, 0.3043478260869566, 0.05769230769230771, 6
0.29508196721311475, 0.30136986301369867, 0.66, 0.49354838709677423, 0.14159292035398233, 0.08041958041958042, 0.3444180522565321, 0.4324942791762041, 0.4022988505747125, 0.3043478260869566, 0.05769230769230771, 6
0.5245901639344263, 0.1780821917808219, 0.37, 0.4161290322580645, 0.20353982300884957, 0.17132867132867133, 0.4109263657957245, 0.41418764302059685, 0.2413793103448274, 0.2173913043478261, 0.1153846153846152, 5
0.29508196721311475, 0.1232876712328767, 0.24, 0.3709677419354839, 0.15929203539823011, 0.18181818181818182, 0.3444180522565321, 0.39130434782608603, 0.6321839080459766, 0.1449275362318841, 0.17307692307692313, 5
0.4098360655737704, 0.39726027397260266, 0.34, 0.27741935483870966, 0.15486725663716816, 0.0909090909090909, 0.3111638954869359, 0.38215102974828596, 0.49425287356321856, 0.31884057971014507, 0.1153846153846152, 5
0.21311475409836056, 0.5, 0.0, 0.02903225806451613, 0.22566371681415934, 0.01748251748251748, 0.1995249406175772, 0.2540045766590424, 0.9655172413793096, 0.15942028985507256, 0.23076923076923062, 4
0.24590163934426224, 0.1917808219178082, 0.25, 0.31612903225806455, 0.02654867256637168, 0.013986013986013986, 0.09026128266033254, 0.2540045766590424, 0.6896551724137931, 0.11594202898550726, 0.40384615384615374, 5
0.6557377049180325, 0.1506849315068493, 0.4, 0.019354838709677417, 0.057522123893805316, 0.11538461538461539, 0.24228028503562946, 0.16247139588100623, 0.3793103448275863, 0.13043478260869573, 0.4230769230769229, 6
0.6065573770491802, 0.1232876712328767, 0.4, 0.019354838709677417, 0.11061946902654868, 0.12237762237762237, 0.20902612826603326, 0.16247139588100623, 0.4827586206896548, 0.36231884057971026, 0.4423076923076925, 6
0.6393442622950819, 0.1095890410958904, 0.4, 0.04516129032258065, 0.10176991150442477, 0.055944055944055944, 0.16152019002375298, 0.16704805491990982, 0.3793103448275863, 0.36231884057971026, 0.5192307692307692, 6
0.5409836065573769, 0.2054794520547945, 0.31, 0.5516129032258064, 0.16371681415929204, 0.1048951048951049, 0.36579572446555825, 0.4828375286041222, 0.34482758620689635, 0.5072463768115942, 0.32692307692307687, 5
0.42622950819672123, 0.21917808219178087, 0.4, 0.6903225806451613, 0.1504424778761062, 0.15734265734265734, 0.35154394299287417, 0.5743707093821513, 0.16091954022988508, 0.3043478260869566, 0.038461538461538325, 5
0.42622950819672123, 0.1917808219178082, 0.56, 0.36451612903225805, 0.12831858407079647, 0.21328671328671328, 0.491686460807601, 0.39130434782608603, 0.26436781609195403, 0.49275362318840593, 0.15384615384615397, 5
0.42622950819672123, 0.1917808219178082, 0.24, 0.23225806451612901, 0.168141592920354, 0.1783216783216783, 0.4631828978622328, 0.3501144164759751, 0.39080459770114917, 0.2608695652173913, 0.07692307692307687, 5
0.3606557377049181, 0.1232876712328767, 0.5, 0.3548387096774193, 0.12389380530973454, 0.14685314685314685, 0.3182897862232779, 0.4004576659038932, 0.41379310344827536, 0.20289855072463775, 0.05769230769230771, 5
0.4590163934426229, 0.0547945205479452, 0.32, 0.24838709677419357, 0.13716814159292037, 0.12237762237762237, 0.25415676959619954, 0.3363844393592714, 0.4827586206896548, 0.07246376811594213, 0.13461538461538436, 5
0.4918032786885246, 0.773972602739726, 0.21, 0.2870967741935484, 0.2477876106194691, 0.1048951048951049, 0.3634204275534442, 0.3958810068649896, 0.2413793103448274, 0.3768115942028987, 0.1153846153846152, 6
0.4918032786885246, 0.1506849315068493, 0.38, 0.44193548387096776, 0.19469026548672572, 0.18181818181818182, 0.41567695961995255, 0.4324942791762041, 0.34482758620689635, 0.2173913043478261, 0.09615384615384603, 6
0.47540983606557374, 0.1232876712328767, 0.37, 0.058064516129032254, 0.05309734513274336, 0.06993006993006992, 0.19239904988123516, 0.0846681922196808, 0.41379310344827536, 0.13043478260869573, 0.5576923076923079, 7
0.3114754098360655, 0.0821917808219178, 0.36, 0.04516129032258065, 0.10619469026548672, 0.05944055944055945, 0.5475059382422802, 0.17620137299770988, 0.6666666666666665, 0.7246376811594204, 0.5384615384615388, 6
0.3114754098360655, 0.39726027397260266, 0.14, 0.31612903225806455, 0.10176991150442477, 0.052447552447552455, 0.2375296912114014, 0.3455377574370715, 0.6781609195402294, 0.23188405797101458, 0.2884615384615383, 5
0.18032786885245888, 0.6301369863013698, 0.07, 0.20322580645161292, 0.12831858407079647, 0.10839160839160839, 0.3087885985748219, 0.27231121281464254, 0.6321839080459766, 0.40579710144927533, 0.23076923076923062, 5
0.3114754098360655, 0.2602739726027397, 0.58, 0.14193548387096774, 0.11061946902654868, 0.11538461538461539, 0.22565320665083136, 0.1121281464530881, 0.5862068965517238, 0.44927536231884063, 0.7307692307692308, 8
0.4918032786885246, 0.1506849315068493, 0.39, 0.4387096774193548, 0.19469026548672572, 0.16083916083916083, 0.4109263657957245, 0.4324942791762041, 0.21839080459770077, 0.27536231884057977, 0.09615384615384603, 7
0.4918032786885246, 0.1506849315068493, 0.39, 0.4387096774193548, 0.19469026548672572, 0.16083916083916083, 0.4109263657957245, 0.4324942791762041, 0.21839080459770077, 0.27536231884057977, 0.09615384615384603, 7
0.5245901639344263, 0.21917808219178087, 0.42, 0.6193548387096773, 0.2300884955752213, 0.17482517482517482, 0.41805225653206657, 0.5286041189931368, 0.19540229885057459, 0.2173913043478261, 0.1153846153846152, 5
0.6721311475409836, 0.1095890410958904, 0.35, 0.009677419354838714, 0.15929203539823011, 0.03146853146853147, 0.13064133016627077, 0.16247139588100623, 0.39080459770114917, 0.13043478260869573, 0.3846153846153846, 6
0.5081967213114752, 0.3835616438356164, 0.24, 0.1967741935483871, 0.19469026548672572, 0.13286713286713286, 0.34916864608076015, 0.29977116704805695, 0.47126436781609193, 0.17391304347826092, 0.26923076923076916, 6
0.3278688524590164, 0.2876712328767123, 0.27, 0.13870967741935486, 0.09734513274336284, 0.0944055944055944, 0.27315914489311166, 0.19450800915331712, 0.47126436781609193, 0.18840579710144928, 0.3653846153846154, 7
0.5901639344262294, 0.1780821917808219, 0.41, 0.1, 0.12389380530973454, 0.11888111888111888, 0.3087885985748219, 0.3180778032036571, 0.6551724137931032, 0.23188405797101458, 0.2884615384615383, 6
0.42622950819672123, 0.1780821917808219, 0.34, 0.13225806451612904, 0.0752212389380531, 0.10839160839160839, 0.27315914489311166, 0.19450800915331712, 0.4827586206896548, 0.13043478260869573, 0.40384615384615374, 6
0.6065573770491802, 0.1917808219178082, 0.41, 0.4693548387096774, 0.11504424778761063, 0.12237762237762237, 0.46793349168646087, 0.41876430205950044, 0.19540229885057459, 0.44927536231884063, 0.2884615384615383, 6
0.3606557377049181, 0.1917808219178082, 0.42, 0.29354838709677417, 0.13274336283185842, 0.0944055944055944, 0.28741092636579574, 0.35469107551487156, 0.4482758620689653, 0.2608695652173913, 0.1153846153846152, 6
0.2295081967213114, 0.30136986301369867, 0.1, 0.022580645161290328, 0.0752212389380531, 0.05944055944055945, 0.1163895486935867, 0.09839816933638446, 0.6551724137931032, 0.31884057971014507, 0.5192307692307692, 7
0.4098360655737704, 0.0958904109589041, 0.41, 0.48387096774193544, 0.1858407079646018, 0.2517482517482518, 0.32304038004750596, 0.505720823798633, 0.47126436781609193, 0.2173913043478261, 0.05769230769230771, 6
0.5081967213114752, 0.2876712328767123, 0.4, 0.20161290322580644, 0.10619469026548672, 0.10139860139860139, 0.28266033254156775, 0.16247139588100623, 0.2758620689655169, 0.014492753623188415, 0.6538461538461537, 7
0.5081967213114752, 0.136986301369863, 0.37, 0.44193548387096776, 0.21681415929203543, 0.15734265734265734, 0.4085510688836105, 0.4279176201373005, 0.11494252873563227, 0.13043478260869573, 0.09615384615384603, 6
0.29508196721311475, 0.0821917808219178, 0.27, 0.02903225806451613, 0.3318584070796461, 0.12937062937062938, 0.2945368171021378, 0.17620137299770988, 0.804597701149425, 0.47826086956521746, 0.4423076923076925, 6
0.13114754098360648, 0.06849315068493153, 0.56, 0.02903225806451613, 0.05309734513274336, 0.07342657342657342, 0.22802850356294538, 0.09839816933638446, 0.7931034482758617, 0.1449275362318841, 0.4423076923076925, 7
0.34426229508196704, 0.36986301369863017, 0.35, 0.1709677419354839, 0.11504424778761063, 0.27797202797202797, 0.5724465558194775, 0.2585812356979389, 0.3793103448275863, 0.5362318840579712, 0.3076923076923077, 5
0.3770491803278687, 0.3287671232876712, 0.32, 0.01612903225806452, 0.0752212389380531, 0.03496503496503497, 0.11163895486935865, 0.1441647597254061, 0.35632183908045967, 0.24637681159420305, 0.40384615384615374, 5
0.34426229508196704, 0.1095890410958904, 0.4, 0.02903225806451613, 0.10176991150442477, 0.11188811188811189, 0.20902612826603326, 0.14874141876430258, 0.7701149425287355, 0.3043478260869566, 0.5576923076923079, 6
0.3770491803278687, 0.39726027397260266, 0.24, 0.432258064516129, 0.1504424778761062, 0.07342657342657342, 0.22327790973871733, 0.44622425629290774, 0.7471264367816088, 0.3478260869565219, 0.25, 6
0.4590163934426229, 0.1780821917808219, 0.29, 0.47096774193548385, 0.14601769911504425, 0.12937062937062938, 0.3610451306413302, 0.44622425629290774, 0.49425287356321856, 0.23188405797101458, 0.15384615384615397, 5
0.42622950819672123, 0.273972602739726, 0.21, 0.05161290322580646, 0.13274336283185842, 0.04195804195804196, 0.1163895486935867, 0.21739130434782794, 0.436781609195402, 0.1449275362318841, 0.17307692307692313, 6
0.3770491803278687, 0.3561643835616438, 0.34, 0.09032258064516129, 0.09734513274336284, 0.10839160839160839, 0.4299287410926366, 0.24027459954233876, 0.4022988505747125, 0.6811594202898552, 0.2884615384615383, 5
0.2786885245901639, 0.3287671232876712, 0.41, 0.022580645161290328, 0.14601769911504425, 0.14685314685314685, 0.20190023752969122, 0.14874141876430258, 0.6206896551724137, 0.31884057971014507, 0.40384615384615374, 6
0.24590163934426224, 0.2945205479452055, 0.34, 0.012903225806451615, 0.11504424778761063, 0.03496503496503497, 0.36817102137767227, 0.16247139588100623, 0.5517241379310343, 0.5362318840579712, 0.2884615384615383, 5
0.2786885245901639, 0.684931506849315, 0.28, 0.0935483870967742, 0.11061946902654868, 0.18181818181818182, 0.31591448931116395, 0.10297482837528804, 0.7471264367816088, 0.2173913043478261, 0.6730769230769234, 6
0.5081967213114752, 0.1917808219178082, 0.36, 0.14838709677419357, 0.11504424778761063, 0.09790209790209789, 0.28978622327790976, 0.21281464530892436, 0.4252873563218391, 0.4347826086956523, 0.48076923076923084, 6
0.4918032786885246, 0.2602739726027397, 0.46, 0.14193548387096774, 0.11504424778761063, 0.0, 0.023752969121140145, 0.09839816933638446, 0.2873563218390802, 0.3478260869565219, 0.7692307692307692, 4
0.8196721311475407, 0.1780821917808219, 0.34, 0.019354838709677417, 0.05309734513274336, 0.09790209790209789, 0.17577197149643706, 0.1441647597254061, 0.16091954022988508, 0.11594202898550726, 0.5384615384615388, 7
0.4098360655737704, 0.1232876712328767, 0.42, 0.27419354838709675, 0.15486725663716816, 0.09790209790209789, 0.3111638954869359, 0.3135011441647606, 0.3793103448275863, 0.6521739130434783, 0.26923076923076916, 7
0.5245901639344263, 0.1095890410958904, 0.33, 0.04193548387096774, 0.09292035398230092, 0.12587412587412586, 0.28266033254156775, 0.11670480549199169, 0.436781609195402, 0.2173913043478261, 0.6153846153846154, 7
0.3606557377049181, 0.48630136986301364, 0.06, 0.012903225806451615, 0.07079646017699115, 0.020979020979020983, 0.26603325415676965, 0.08924485125857728, 0.2068965517241379, 0.0, 0.4423076923076925, 5
