@relation ionosphere-10-2tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.988, 0.447, 0.973, 0.396, 0.964, 0.358, 0.8940196820590463, 0.3635, 0.899, 0.2605, 0.891, 0.246, 0.873, 0.193, 0.7895, 0.15949999999999998, 0.6895, 0.132, 0.6815, 0.11699999999999999, 0.6595, 0.10099999999999998, 0.614, 0.09200000000000003, 0.5685, 0.08750000000000002, 0.523, 0.08800000000000002, 0.4785, 0.09350000000000003, 0.431, 0.0, 0
1, 1.0, 0.0665, 1.0, 0.6115, 0.9275, 0.3005, 1.0, 0.4395, 1.0, 0.6755, 1.0, 0.539, 1.0, 0.426, 1.0, 0.0, 1.0, 0.0, 0.8089999999999999, 0.579, 1.0, 0.8115, 1.0, 0.415, 1.0, 0.6795, 1.0, 0.16749999999999998, 1.0, 0.942, 1.0, 0.3436464088397791, 1
1, 0.8355, 0.5125, 0.833, 0.525, 0.786, 0.594, 0.3096139288417865, 0.6705, 0.8180000000000001, 0.5605, 0.8105, 0.5715, 0.893, 0.555, 0.792, 0.591, 0.572, 0.706, 0.7695000000000001, 0.6065, 0.757, 0.613, 0.744, 0.6185, 0.731, 0.623, 0.717, 0.6265000000000001, 0.7035, 0.629, 1.0, 0.6298342541436465, 0
1, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.491, 1.0, 0.0, 1.0, 1.0, 1.0, 0.07200000000000001, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.10449999999999998, 1.0, 1.0, 1.0, 1.0, 1
0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.242997728993187, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.4475138121546962, 1
1, 0.9545, 0.544, 0.9325, 0.5845, 1.0, 0.583, 0.6608629825889478, 0.841, 0.851, 0.6835, 0.5815, 0.7135, 0.788, 0.7305, 0.7555000000000001, 0.748, 0.658, 0.565, 0.6890000000000001, 0.7725, 0.6565, 0.779, 0.6245, 0.7825, 0.593, 0.7829999999999999, 0.563, 0.7805, 0.5345, 0.7755000000000001, 0.5605, 0.8215469613259669, 0
1, 0.973, 0.4865, 0.0, 0.6305000000000001, 0.318, 0.6779999999999999, 0.7676003028009084, 0.183, 1.0, 0.483, 0.355, 0.497, 0.22549999999999998, 0.5775, 0.9595, 0.26849999999999996, 1.0, 0.248, 0.35150000000000003, 0.3425, 0.1305, 0.687, 0.9195, 0.26649999999999996, 0.761, 0.20950000000000002, 1.0, 0.193, 0.452, 0.6025, 0.46950000000000003, 0.6790055248618785, 1
0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.242997728993187, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.4475138121546962, 1
1, 0.5415, 0.3965, 0.0, 1.0, 0.0, 1.0, 0.7872823618470857, 0.736, 0.08950000000000002, 0.1865, 0.0, 0.0, 0.0, 1.0, 0.486, 0.796, 0.2895, 0.2895, 0.127, 0.0, 0.0, 0.266, 0.0, 0.619, 1.0, 0.0, 0.0, 0.3055, 0.0, 0.0, 0.0, 0.7872928176795582, 1
1, 1.0, 0.839, 0.9065, 0.9099999999999999, 0.715, 1.0, 0.39894019682059045, 0.9025000000000001, 0.28049999999999997, 1.0, 0.10449999999999998, 0.8855, 0.0, 0.7015, 0.305, 0.20700000000000002, 0.01050000000000001, 0.28600000000000003, 0.1345, 0.1185, 0.3115, 0.012500000000000011, 0.707, 0.0, 0.709, 0.033499999999999974, 0.629, 0.0, 0.968, 0.324, 0.994, 0.46629834254143654, 0
