@relation ionosphere-10-3tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.274, 1.0, 1.0, 0.856, 0.0, 0.5, 0.5, 0.35691318327974275, 0.5, 0.5, 0.5, 0.0, 0.5725, 0.7705, 0.3035, 0.0, 0.22749999999999998, 0.15000000000000002, 1.0, 0.4574064026044492, 0.5, 1.0, 0.9535, 0.758, 1.0, 1.0, 0.39949999999999997, 0.6285000000000001, 1.0, 0.33799999999999997, 1.0, 1
1, 1.0, 0.4205, 0.8614999999999999, 0.6385000000000001, 0.917, 0.20800000000000002, 1.0, 0.359, 0.9999999999999999, 0.2505, 0.9, 0.4375, 0.884, 0.573, 1.0, 0.6965, 1.0, 0.633, 0.982, 0.4905, 0.9598480737927292, 0.04349999999999998, 1.0, 0.574, 1.0, 0.442, 1.0, 0.4445, 1.0, 0.767, 1.0, 0.21100000000000002, 0
1, 0.831, 0.0, 1.0, 1.0, 1.0, 0.16349999999999998, 0.9045000000000001, 0.298, 0.9999999999999999, 0.0, 1.0, 0.05299999999999999, 1.0, 0.867, 0.588, 0.855, 1.0, 0.89, 1.0, 0.9265, 0.9999999999999999, 0.0, 1.0, 0.927, 1.0, 0.457, 0.98, 0.319, 1.0, 0.8265, 1.0, 0.6735, 1
1, 0.5, 0.5, 1.0, 0.7585, 0.5, 0.5, 0.555, 0.0, 0.35691318327974275, 0.5, 0.5, 0.5, 0.0, 0.388, 0.22149999999999997, 0.08350000000000002, 0.8845000000000001, 0.8155, 0.5, 0.5, 0.7471513836136733, 0.6785, 0.04849999999999999, 0.724, 1.0, 0.0, 0.0, 0.9079999999999999, 0.5, 0.5, 0.5, 0.5, 1
0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.9999999999999999, 1.0, 0.0, 0.406, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 1
1, 1.0, 0.529, 0.9724999999999999, 0.537, 1.0, 0.5660000000000001, 1.0, 0.4905, 0.9665594855305465, 0.535, 0.9784999999999999, 0.573, 0.9744999999999999, 0.556, 0.9545, 0.6005, 0.9835, 0.5815, 0.9984999999999999, 0.5715, 0.9500813890396093, 0.582, 0.9585, 0.612, 0.942, 0.618, 0.9430000000000001, 0.6125, 0.8915, 0.648, 0.9179999999999999, 0.656, 0
1, 1.0, 0.621, 1.0, 0.743, 1.0, 0.865, 1.0, 1.0, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 0.8855, 1.0, 1.0, 1.0, 1.0, 0.8725, 1.0, 0.9435702658708627, 1.0, 0.823, 1.0, 0.6915, 1.0, 0.554, 1.0, 0.41300000000000003, 1.0, 0.09300000000000003, 1.0, 0
1, 1.0, 0.46699999999999997, 1.0, 0.8145, 1.0, 0.548, 1.0, 0.6015, 0.9999999999999999, 0.0, 1.0, 0.297, 1.0, 0.4205, 1.0, 0.5245, 1.0, 0.1925, 1.0, 0.367, 0.9999999999999999, 0.0, 1.0, 0.21000000000000002, 1.0, 0.09300000000000003, 1.0, 0.0, 1.0, 0.10699999999999998, 1.0, 0.2585, 0
1, 0.896, 0.5845, 0.5, 0.5, 0.7825, 0.5345, 0.6975, 1.0, 0.6038585209003215, 0.998, 0.488, 0.766, 0.6185, 0.5645, 0.4865, 0.9755, 0.245, 0.9245, 0.449, 0.694, 0.22626153011394462, 0.6185, 0.04199999999999998, 0.9035, 0.3295, 0.9410000000000001, 0.0, 0.847, 0.0, 0.5645, 0.5, 0.5, 1
1, 1.0, 0.0, 0.5, 0.5, 0.8895, 0.003500000000000003, 0.9045000000000001, 0.7755000000000001, 0.08745980707395501, 0.025500000000000023, 0.5, 0.5, 0.5, 0.5, 0.8605, 0.11399999999999999, 0.8674999999999999, 0.1985, 0.5, 0.5, 0.5572436245252306, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 1
1, 0.997, 0.5025, 0.9205, 0.4435, 0.9410000000000001, 0.418, 0.9955, 0.4685, 0.9774919614147909, 0.4625, 0.9259999999999999, 0.515, 0.9359999999999999, 0.396, 0.9695, 0.435, 0.9915, 0.4555, 0.9495, 0.5005, 0.9338035811177428, 0.47050000000000003, 0.9670000000000001, 0.40049999999999997, 0.938, 0.41100000000000003, 0.9715, 0.417, 0.9015, 0.3715, 0.883, 0.361, 0
1, 1.0, 0.21400000000000002, 0.996, 0.133, 0.9475, 0.013000000000000012, 1.0, 0.321, 0.9999999999999999, 0.384, 0.8145, 0.068, 1.0, 0.21250000000000002, 1.0, 0.10199999999999998, 0.884, 0.05499999999999999, 0.983, 0.0, 0.8377645143787302, 0.1255, 0.8095, 0.11549999999999999, 0.769, 0.10999999999999999, 0.905, 0.0, 1.0, 0.0, 0.652, 0.1195, 0
1, 0.9570000000000001, 0.9079999999999999, 0.135, 1.0, 0.3025, 0.7785, 0.527, 0.6485, 0.23729903536977492, 0.449, 0.484, 0.455, 0.507, 0.483, 0.5055, 0.4975, 0.5015, 0.5005, 0.5, 0.5005, 0.4574064026044492, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
1, 0.976, 0.533, 0.968, 0.565, 0.9550000000000001, 0.596, 0.9245, 0.25, 0.9356913183279741, 0.8065, 0.8895, 0.6715, 0.8614999999999999, 0.69, 0.8305, 0.704, 0.9775, 0.7995, 0.7665, 0.7205, 0.7113402061855669, 0.7225, 0.702, 0.721, 0.6719999999999999, 0.716, 0.9515, 1.0, 0.617, 0.698, 0.593, 0.6859999999999999, 0
1, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.9999999999999999, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.9999999999999999, 0.361, 0.5, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 1
1, 1.0, 0.5, 1.0, 0.5, 0.75, 0.75, 0.875, 0.5, 0.9434083601286173, 0.5605, 0.9455, 0.571, 0.9345, 0.581, 0.875, 0.625, 0.875, 0.75, 0.875, 0.5, 0.9999999999999999, 0.375, 0.75, 0.75, 0.8694999999999999, 0.632, 0.875, 0.625, 0.848, 0.6455, 0.8375, 0.6515, 0
