@relation ionosphere-10-7tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 1.0, 0.406, 0.9650000000000001, 0.319, 0.4455, 0.03199999999999997, 1.0000000000000002, 0.4775, 0.7545, 0.0, 0.6719999999999999, 0.15150000000000002, 0.2415, 0.012500000000000011, 0.4454225352112676, 0.189, 0.6194539249146758, 0.0, 0.434, 0.27349999999999997, 0.4095, 0.3215, 0.39547738693467327, 0.367, 0.2928403755868545, 0.40800000000000003, 0.27127985303123087, 0.442, 0.417, 0.4685, 0.4315, 0.488, 1
1, 1.0, 0.5125, 0.9984999999999999, 0.5245, 0.9875, 0.5355, 0.7224637681159422, 0.0, 0.9550000000000001, 0.469886702444842, 0.9425, 0.768, 0.9105, 0.5705, 0.86443661971831, 0.576, 1.0, 0.705, 0.829, 0.582, 0.8005, 0.5825, 0.7708542713567839, 0.582, 0.7001173708920188, 0.58, 0.6540110226576852, 0.577, 0.692, 0.5735, 1.0, 1.0, 1
1, 0.841, 0.40800000000000003, 0.718, 0.5145, 0.9670000000000001, 0.4985, 0.9123188405797102, 0.569, 0.9055, 0.39296362552176506, 0.9430000000000001, 0.775, 0.9585, 0.21250000000000002, 0.8532863849765259, 0.35250000000000004, 0.9243458475540387, 0.39949999999999997, 1.0, 1.0, 0.733, 0.4185, 0.9502512562814069, 0.486, 0.961267605633803, 0.494, 0.7648499693815064, 0.3385, 0.9225, 0.3715, 0.9665, 0.493, 0
0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0000000000000002, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.9999999999999999, 0.0, 1.0, 0.0, 1.0, 0.8280000000000001, 0.5, 0.5, 1.0, 0.0, 1
1, 0.675, 0.5225, 0.885, 0.447, 0.887, 0.519, 0.7536231884057972, 0.4775, 0.8225, 0.4102564102564103, 0.8340000000000001, 0.43, 0.8605, 0.4885, 0.8650234741784038, 0.5435, 0.7832764505119454, 0.4605, 0.879, 0.381, 0.87, 0.4265, 0.9241206030150753, 0.4245, 0.846830985915493, 0.471, 0.7966932026944274, 0.5115, 0.9319999999999999, 0.519, 0.866, 0.504, 0
1, 0.709, 0.376, 0.8215, 0.5215, 0.726, 0.6915, 0.7478260869565219, 0.5915, 0.75, 0.5646988670244484, 0.7889999999999999, 0.385, 0.752, 0.6890000000000001, 0.6402582159624414, 0.28700000000000003, 0.636518771331058, 0.3695, 0.635, 0.5585, 0.766, 0.481, 0.6547738693467335, 0.439, 0.7059859154929577, 0.4785, 0.6834047764849969, 0.478, 0.8215, 0.374, 0.752, 0.574, 0
1, 0.292, 0.5680000000000001, 0.7265, 0.584, 0.759, 0.4975, 0.656521739130435, 0.6045, 0.7625, 0.3047107930828861, 0.737, 0.476, 0.7775000000000001, 0.5195, 0.892605633802817, 0.388, 0.6723549488054608, 0.479, 0.675, 0.533, 0.641, 0.3955, 0.7572864321608039, 0.484, 0.7089201877934272, 0.483, 0.5995101041028781, 0.549, 0.854, 0.4905, 0.698, 0.484, 0
1, 0.741, 0.525, 0.8955, 0.5125, 0.893, 0.519, 0.7550724637681161, 0.5495, 0.839, 0.5897435897435898, 0.8795, 0.5365, 0.8734999999999999, 0.542, 0.8280516431924883, 0.4605, 0.7929465301478953, 0.5, 0.85, 0.557, 0.841, 0.5609999999999999, 0.8341708542713567, 0.577, 0.789906103286385, 0.5680000000000001, 0.7899571341090019, 0.5875, 0.7989999999999999, 0.5735, 0.7875, 0.5755, 0
1, 0.945, 0.2535, 1.0, 0.4815, 0.9944999999999999, 0.0645, 0.9282608695652175, 0.8345, 1.0, 0.34347048300536676, 1.0, 0.4375, 1.0, 0.425, 1.0, 0.4115, 1.0, 0.3975, 1.0, 0.3825, 1.0, 0.367, 0.9999999999999999, 0.35050000000000003, 1.0, 0.3335, 1.0, 0.3155, 1.0, 0.2965, 1.0, 0.27649999999999997, 0
1, 0.393, 0.762, 0.10599999999999998, 0.5565, 0.417, 0.118, 0.7586956521739132, 0.506, 0.9105, 0.6451997614788313, 0.16399999999999998, 0.6535, 0.326, 0.1815, 0.6854460093896715, 0.5775, 0.7428896473265074, 0.53, 0.241, 0.725, 0.2615, 0.262, 0.6587939698492462, 0.851, 0.7183098591549296, 0.694, 0.7372933251684017, 0.6965, 0.22549999999999998, 0.35050000000000003, 0.627, 0.22099999999999997, 1
