@relation ionosphere-10-1tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.8355, 0.5125, 0.833, 0.525, 0.786, 0.594, 0.544, 0.6705, 0.776, 0.5605, 0.8105, 0.5715, 0.893, 0.555, 0.792, 0.591, 0.572, 0.706, 0.7695000000000001, 0.6065, 0.7252685132843414, 0.613, 0.744, 0.6185, 0.731, 0.623, 0.717, 0.6265000000000001, 0.7035, 0.629, 1.0, 0.665, 0
0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.9999999999999999, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1
1, 0.831, 0.0, 1.0, 1.0, 1.0, 0.16349999999999998, 0.9045000000000001, 0.298, 1.0, 0.0, 1.0, 0.05299999999999999, 1.0, 0.867, 0.588, 0.855, 1.0, 0.89, 1.0, 0.9265, 0.9999999999999999, 0.0, 1.0, 0.927, 1.0, 0.457, 0.98, 0.319, 1.0, 0.8265, 1.0, 0.6735, 1
1, 1.0, 0.5125, 0.9984999999999999, 0.5245, 0.9875, 0.5355, 0.8085, 0.0, 0.9446153846153846, 0.5555, 0.9425, 0.768, 0.9105, 0.5705, 0.8845000000000001, 0.576, 1.0, 0.705, 0.829, 0.582, 0.7744488411531938, 0.5825, 0.772, 0.582, 0.7444999999999999, 0.58, 0.7175, 0.577, 0.692, 0.5735, 1.0, 1.0, 1
0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.9999999999999999, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.3597951344430218, 0.5, 1
1, 0.9239999999999999, 0.553, 1.0, 0.6955, 1.0, 0.0, 0.8345, 0.542, 1.0, 0.635, 1.0, 0.8029999999999999, 1.0, 0.6775, 1.0, 0.5135, 0.792, 0.28500000000000003, 1.0, 0.8175, 0.938383267382702, 0.633, 0.9550000000000001, 0.3335, 1.0, 0.5795, 0.6885, 0.4905, 1.0, 0.6125, 1.0, 0.687, 1
0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999999, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.8280000000000001, 0.5, 0.5, 1.0, 0.0, 1
1, 0.847, 0.6945, 0.5, 0.5, 0.3355, 0.849, 0.5, 0.5, 0.38461538461538464, 0.5, 0.5, 0.5, 0.603, 0.379, 0.605, 0.597, 0.732, 0.891, 0.5, 0.5, 0.43470887507066136, 0.5, 0.867, 0.637, 0.881, 0.8175, 0.5, 0.5, 0.5, 0.5, 0.3597951344430218, 0.5, 1
1, 0.9345, 0.4645, 1.0, 0.4875, 1.0, 0.4655, 0.9390000000000001, 0.501, 0.8990769230769231, 0.46799999999999997, 1.0, 0.4635, 1.0, 0.4, 0.9345, 0.5265, 0.94, 0.481, 1.0, 0.4425, 0.9999999999999999, 0.4065, 0.9219999999999999, 0.518, 1.0, 0.429, 0.911, 0.4265, 1.0, 0.422, 1.0, 0.279, 0
1, 0.5, 0.5, 0.3315, 0.927, 0.5, 0.5, 0.8445, 0.0, 0.9821538461538462, 0.657, 0.37, 0.20400000000000001, 0.349, 0.8280000000000001, 0.971, 0.582, 0.5, 0.5, 0.5, 0.5, 0.33295647258338046, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.522, 0.8095, 0.3597951344430218, 0.5, 1
1, 1.0, 0.4945, 1.0, 0.4865, 1.0, 0.4675, 0.9755, 0.492, 0.9932307692307694, 0.484, 0.9944999999999999, 0.543, 1.0, 0.4675, 0.9755, 0.546, 0.989, 0.4975, 1.0, 0.5325, 0.9999999999999999, 0.5215, 0.989, 0.546, 0.993, 0.5065, 1.0, 0.484, 1.0, 0.5135, 1.0, 0.46499999999999997, 0
1, 0.9285, 0.5005, 0.9095, 0.4715, 0.8875, 0.479, 0.9215, 0.545, 0.9156923076923078, 0.5595, 0.9405, 0.46950000000000003, 0.8915, 0.5175, 0.9185, 0.46599999999999997, 0.9179999999999999, 0.429, 0.9405, 0.506, 0.9462973431317128, 0.511, 0.8985000000000001, 0.4905, 0.9119999999999999, 0.4815, 0.9405, 0.46799999999999997, 0.8694999999999999, 0.4905, 0.8661971830985916, 0.454, 0
0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.43470887507066136, 0.5, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.3597951344430218, 0.5, 1
0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.43470887507066136, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.3597951344430218, 0.5, 1
1, 1.0, 0.534, 1.0, 0.571, 1.0, 0.6105, 1.0, 0.4375, 1.0, 0.6975, 1.0, 0.745, 1.0, 0.7949999999999999, 0.3125, 1.0, 1.0, 0.5, 1.0, 0.96, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.625, 1.0, 1.0, 1.0, 1.0, 0
1, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.9999999999999999, 0.0, 1.0, 1.0, 1.0, 0.8125, 1.0, 0.125, 0.125, 1.0, 1.0, 1.0, 1
1, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.07500000000000001, 0.0, 0.38461538461538464, 0.5, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.09553420011305824, 0.0, 1.0, 1.0, 0.0, 0.4, 1.0, 0.0, 0.5, 1.0, 0.3597951344430218, 0.5, 1
0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 0.9999999999999999, 0.0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.75, 0.3597951344430218, 0.5, 1
1, 0.9615, 0.5775, 0.9319999999999999, 0.649, 0.863, 0.6839999999999999, 0.853, 0.784, 0.7378461538461538, 0.8135, 0.7165, 0.8734999999999999, 0.6585, 0.8385, 0.5955, 0.884, 0.5235, 0.881, 0.4395, 0.885, 0.33013001695873373, 0.8565, 0.35350000000000004, 0.8285, 0.306, 0.7929999999999999, 0.266, 0.7505, 0.2345, 0.7035, 0.0, 0.6755, 0
1, 0.9055, 0.5185, 0.9255, 0.4995, 0.895, 0.5035, 0.898, 0.4785, 0.9236923076923078, 0.5, 0.9279999999999999, 0.4665, 0.9319999999999999, 0.5015, 0.9145, 0.473, 0.905, 0.4405, 0.8845000000000001, 0.458, 0.9112492933860937, 0.475, 0.885, 0.4655, 0.9079999999999999, 0.4565, 0.913, 0.448, 0.907, 0.475, 0.8854033290653008, 0.4245, 0
1, 1.0, 0.75, 1.0, 0.625, 0.625, 1.0, 0.5845, 0.956, 0.3027692307692308, 0.9025000000000001, 0.3295, 0.804, 0.281, 0.6895, 0.2815, 0.5835, 0.3165, 0.5035, 0.3675, 0.455, 0.3431317128321085, 0.435, 0.461, 0.4365, 0.4895, 0.449, 0.505, 0.46499999999999997, 0.511, 0.4795, 0.3738796414852753, 0.49, 0
1, 0.9410000000000001, 0.7175, 0.798, 0.8885000000000001, 0.5985, 0.9724999999999999, 0.3795, 0.9625, 0.0, 0.8565, 0.068, 0.6685, 0.03799999999999998, 0.4735, 0.11299999999999999, 0.27649999999999997, 0.265, 0.1335, 0.449, 0.08900000000000002, 0.5839457320520067, 0.11199999999999999, 0.78, 0.22049999999999997, 0.8605, 0.378, 0.8625, 0.548, 0.7905, 0.6945, 0.5819462227912933, 0.7885, 0
1, 0.7505, 0.482, 0.8055, 0.5065, 0.7945, 0.508, 0.7945, 0.5125, 0.7950769230769231, 0.498, 0.8585, 0.4765, 0.8325, 0.5045, 0.7865, 0.5125, 0.8235, 0.463, 0.7845, 0.571, 0.759751271905031, 0.482, 0.7325, 0.5245, 0.7829999999999999, 0.504, 0.738, 0.482, 0.773, 0.553, 0.7483994878361075, 0.4595, 0
1, 0.8035, 0.4865, 0.8355, 0.5205, 0.7645, 0.478, 0.7525, 0.5185, 0.8184615384615385, 0.461, 0.79, 0.49, 0.766, 0.539, 0.8205, 0.5595, 0.7845, 0.488, 0.766, 0.5035, 0.8388920293951384, 0.483, 0.7645, 0.483, 0.7865, 0.504, 0.7929999999999999, 0.4985, 0.7949999999999999, 0.4865, 0.6811779769526249, 0.534, 0
1, 0.9490000000000001, 0.6759999999999999, 0.8365, 0.8109999999999999, 0.7195, 0.972, 0.482, 0.9025000000000001, 0.2443076923076923, 0.8765000000000001, 0.3745, 0.744, 0.21300000000000002, 0.642, 0.16599999999999998, 0.553, 0.263, 0.469, 0.09449999999999997, 0.47, 0.24703222159412097, 0.262, 0.4355, 0.23199999999999998, 0.536, 0.2405, 0.6214999999999999, 0.2825, 0.683, 0.34950000000000003, 0.6338028169014085, 0.5665, 0
1, 0.9410000000000001, 0.653, 0.866, 0.7889999999999999, 0.6705, 0.7925, 0.5285, 1.0, 0.328, 0.9605, 0.188, 0.86, 0.15100000000000002, 0.663, 0.09300000000000003, 0.706, 0.0, 0.496, 0.10499999999999998, 0.2945, 0.0, 0.27249999999999996, 0.21400000000000002, 0.16199999999999998, 0.34199999999999997, 0.09050000000000002, 0.485, 0.066, 0.627, 0.08950000000000002, 0.36107554417413573, 0.09150000000000003, 0
1, 0.9704999999999999, 0.4925, 0.971, 0.505, 0.975, 0.4925, 0.9795, 0.4945, 0.9667692307692308, 0.4815, 0.986, 0.491, 0.9855, 0.4805, 0.9775, 0.4795, 0.976, 0.4765, 0.971, 0.489, 0.9592990390050875, 0.478, 0.96, 0.4775, 0.9635, 0.471, 0.9515, 0.4625, 0.96, 0.464, 0.9487836107554418, 0.463, 0
1, 0.919, 0.7145, 0.8605, 0.792, 0.728, 0.8905000000000001, 0.5825, 0.9135, 0.3046153846153846, 0.9345, 0.269, 0.8925000000000001, 0.203, 0.7605, 0.10749999999999998, 0.6325000000000001, 0.08000000000000002, 0.5195, 0.19, 0.34299999999999997, 0.16676088185415489, 0.2555, 0.3135, 0.16099999999999998, 0.4745, 0.1865, 0.5735, 0.27049999999999996, 0.6855, 0.304, 0.6690140845070423, 0.3785, 0
1, 1.0, 0.494, 1.0, 0.4985, 1.0, 0.492, 1.0, 0.492, 1.0, 0.486, 1.0, 0.489, 0.999, 0.4845, 0.9975, 0.484, 0.9964999999999999, 0.4825, 1.0, 0.4805, 0.9999999999999999, 0.475, 1.0, 0.4755, 0.999, 0.4725, 0.997, 0.4685, 0.9955, 0.4675, 0.9935979513444302, 0.4665, 0
1, 1.0, 1.0, 0.6835, 0.531, 0.565, 0.9635, 0.362, 0.968, 0.19076923076923077, 0.6885, 0.064, 0.6845, 0.035499999999999976, 0.4555, 0.3055, 0.32899999999999996, 0.267, 0.08750000000000002, 0.473, 0.03199999999999997, 0.579423403052572, 0.398, 0.869, 0.27, 0.9275, 0.46599999999999997, 1.0, 1.0, 0.6935, 0.501, 0.4737516005121639, 0.899, 0
1, 0.9405, 0.5, 0.974, 0.4865, 0.968, 0.494, 0.9510000000000001, 0.509, 0.9396923076923078, 0.509, 0.9695, 0.5045, 0.9784999999999999, 0.5015, 1.0, 0.5135, 0.971, 0.494, 0.9545, 0.512, 0.9519502543810061, 0.5275, 0.9984999999999999, 0.5245, 0.9485, 0.511, 0.9545, 0.5045, 1.0, 0.5275, 0.9846350832266325, 0.494, 0
1, 0.9115, 0.462, 0.9025000000000001, 0.501, 0.9375, 0.494, 0.9339999999999999, 0.4625, 0.8326153846153846, 0.4415, 0.923, 0.525, 0.9155, 0.463, 0.874, 0.5335, 0.8915, 0.532, 0.9339999999999999, 0.488, 0.8801582815149802, 0.47, 0.8725, 0.488, 0.8835, 0.4865, 0.87, 0.462, 0.8505, 0.479, 0.8617157490396927, 0.506, 0
1, 0.9755, 0.502, 0.976, 0.4865, 0.9670000000000001, 0.4905, 0.973, 0.508, 0.9784615384615385, 0.5165, 0.971, 0.5365, 0.973, 0.4935, 0.986, 0.5005, 0.974, 0.53, 0.9635, 0.542, 0.9609949123798756, 0.5505, 0.9724999999999999, 0.507, 0.9675, 0.5245, 0.966, 0.541, 0.9704999999999999, 0.5, 0.9455825864276569, 0.5235, 0
1, 1.0, 0.584, 0.997, 0.5815, 0.973, 0.6665, 0.9590000000000001, 0.613, 0.9470769230769231, 0.6855, 0.921, 0.7344999999999999, 0.905, 0.746, 0.8925000000000001, 0.7415, 0.8255, 0.7849999999999999, 0.7829999999999999, 0.7905, 0.7490107405313736, 0.8235, 0.7415, 0.776, 0.7165, 0.8454999999999999, 0.6785, 0.8805000000000001, 0.6695, 0.8340000000000001, 0.501280409731114, 0.8935, 0
1, 0.9804999999999999, 0.543, 0.984, 0.5965, 0.98, 0.6375, 0.99, 0.6755, 0.9563076923076923, 0.7315, 0.9315, 0.7625, 0.9139999999999999, 0.794, 0.866, 0.8454999999999999, 0.845, 0.8654999999999999, 0.7725, 0.844, 0.7077444884115318, 0.881, 0.7030000000000001, 0.8734999999999999, 0.667, 0.919, 0.6245, 0.9305, 0.569, 0.9339999999999999, 0.41741357234314985, 0.9315, 0
1, 0.985, 0.428, 0.9565, 0.499, 0.983, 0.4145, 0.993, 0.5915, 0.9495384615384617, 0.501, 0.968, 0.458, 0.9565, 0.499, 0.9339999999999999, 0.4565, 0.985, 0.394, 1.0, 0.5515, 0.9547767100056528, 0.4735, 0.9625, 0.534, 0.97, 0.4535, 0.985, 0.39949999999999997, 0.927, 0.4565, 0.9782330345710627, 0.3905, 0
