@relation ionosphere-10-8tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
1, 0.5115, 0.7135678391959799, 0.4505, 0.4405, 0.4262948207171315, 0.441, 0.5735, 0.3822751322751323, 0.519, 0.4685, 0.5, 0.5285412262156448, 0.43733189887036045, 0.22999999999999998, 0.4985, 0.449, 0.442, 0.473, 0.4601429356789445, 0.5185, 0.5075, 0.5045, 0.5175, 0.4163312248418632, 0.38424821002386633, 0.546, 0.4605, 0.5035, 0.5151983513652757, 0.5, 0.32065217391304346, 0.56, 1
0, 0.5, 0.7178750897343862, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1
1, 1.0, 0.6733668341708543, 1.0, 0.5145, 1.0, 0.4745, 1.0, 0.32738095238095244, 1.0, 0.4415, 0.9225, 0.5010570824524313, 0.9644970414201185, 0.28933333333333333, 0.846, 0.463, 0.8285, 0.398, 0.97196261682243, 0.34199999999999997, 0.9045000000000001, 0.3415, 0.9245, 0.2248418631397355, 0.8359188544152745, 0.354, 0.8654999999999999, 0.307, 0.7954662545079857, 0.3685, 0.7567934782608696, 0.3025, 0
1, 1.0, 0.7781765972720747, 1.0, 0.587, 1.0, 0.4335, 0.991, 0.7652116402116402, 1.0, 0.7395, 1.0, 0.8409090909090908, 1.0, 0.8053333333333332, 1.0, 0.9139999999999999, 1.0, 0.9755, 1.0, 1.0, 0.99, 1.0, 0.958, 1.0, 0.9039379474940334, 1.0, 0.874, 1.0, 0.8469860896445133, 1.0, 0.6773097826086957, 1.0, 0
0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.4620763851533083, 0.3333333333333333, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1
1, 0.956, 0.7487437185929647, 0.971, 0.5115, 0.9698349459305634, 0.5265, 0.968, 0.34722222222222227, 0.9595, 0.5315, 0.964, 0.5924947145877378, 0.9569661108122648, 0.37466666666666665, 0.9445, 0.5635, 0.9185, 0.572, 0.8955470038482684, 0.5589999999999999, 0.885, 0.571, 0.879, 0.48993674525589426, 0.8424821002386634, 0.5665, 0.8320000000000001, 0.5765, 0.8804739824832561, 0.554, 0.7642663043478262, 0.557, 0
1, 1.0, 0.6913137114142139, 1.0, 0.463, 0.9977233921457029, 0.445, 0.999, 0.2731481481481482, 0.9944999999999999, 0.431, 0.9835, 0.41384778012684986, 0.9747175901022056, 0.16599999999999998, 0.956, 0.328, 0.9530000000000001, 0.33899999999999997, 0.9450247388675097, 0.3265, 0.9395, 0.312, 0.931, 0.17768832662449685, 0.899761336515513, 0.2845, 0.907, 0.28700000000000003, 0.9165378670788255, 0.26, 0.8308423913043478, 0.249, 0
1, 0.9784999999999999, 0.6310122038765255, 0.8165, 0.4365, 0.9795105293113261, 0.40900000000000003, 0.985, 0.3948412698412699, 0.96, 0.4945, 0.9175, 0.39799154334038056, 1.0, 0.124, 0.9964999999999999, 0.394, 0.9935, 0.395, 1.0, 0.364, 0.9655, 0.3025, 1.0, 0.31454859114433587, 0.9331742243436754, 0.34199999999999997, 0.907, 0.3815, 0.9742400824317363, 0.3405, 0.7927989130434783, 0.29200000000000004, 0
1, 0.71, 0.2799712849964106, 0.5, 0.5, 1.0, 0.0, 0.95, 1.0, 0.715, 0.8200000000000001, 0.5, 0.5285412262156448, 0.4620763851533083, 0.3333333333333333, 0.835, 0.355, 0.9199999999999999, 0.0, 0.4502473886750962, 0.5, 0.5, 0.5, 0.605, 0.8159861989649224, 1.0, 0.61, 0.5, 0.5, 0.5151983513652757, 0.5, 0.32065217391304346, 0.5, 1
1, 0.607, 0.6496769562096195, 0.6665, 0.5355, 0.5389869095048379, 0.595, 0.619, 0.4014550264550265, 0.7025, 0.512, 0.655, 0.5031712473572939, 0.6288327057557828, 0.30133333333333334, 0.643, 0.4405, 0.6665, 0.524, 0.6206706981858164, 0.5, 0.607, 0.4405, 0.6785, 0.39735480161012077, 0.5352028639618138, 0.4885, 0.595, 0.5, 0.6027820710973726, 0.49, 0.42051630434782605, 0.4905, 0
