@relation ionosphere-10-4tst.dat
@attribute Pulse1 integer [0, 1]
@attribute Pulse3 real [-1.0, 1.0]
@attribute Pulse4 real [-1.0, 1.0]
@attribute Pulse5 real [-1.0, 1.0]
@attribute Pulse6 real [-1.0, 1.0]
@attribute Pulse7 real [-1.0, 1.0]
@attribute Pulse8 real [-1.0, 1.0]
@attribute Pulse9 real [-1.0, 1.0]
@attribute Pulse10 real [-1.0, 1.0]
@attribute Pulse11 real [-1.0, 1.0]
@attribute Pulse12 real [-1.0, 1.0]
@attribute Pulse13 real [-1.0, 1.0]
@attribute Pulse14 real [-1.0, 1.0]
@attribute Pulse15 real [-1.0, 1.0]
@attribute Pulse16 real [-1.0, 1.0]
@attribute Pulse17 real [-1.0, 1.0]
@attribute Pulse18 real [-1.0, 1.0]
@attribute Pulse19 real [-1.0, 1.0]
@attribute Pulse20 real [-1.0, 1.0]
@attribute Pulse21 real [-1.0, 1.0]
@attribute Pulse22 real [-1.0, 1.0]
@attribute Pulse23 real [-1.0, 1.0]
@attribute Pulse24 real [-1.0, 1.0]
@attribute Pulse25 real [-1.0, 1.0]
@attribute Pulse26 real [-1.0, 1.0]
@attribute Pulse27 real [-1.0, 1.0]
@attribute Pulse28 real [-1.0, 1.0]
@attribute Pulse29 real [-1.0, 1.0]
@attribute Pulse30 real [-1.0, 1.0]
@attribute Pulse31 real [-1.0, 1.0]
@attribute Pulse32 real [-1.0, 1.0]
@attribute Pulse33 real [-1.0, 1.0]
@attribute Pulse34 real [-1.0, 1.0]
@attribute Class integer [0, 1]
@inputs Pulse1, Pulse3, Pulse4, Pulse5, Pulse6, Pulse7, Pulse8, Pulse9, Pulse10, Pulse11, Pulse12, Pulse13, Pulse14, Pulse15, Pulse16, Pulse17, Pulse18, Pulse19, Pulse20, Pulse21, Pulse22, Pulse23, Pulse24, Pulse25, Pulse26, Pulse27, Pulse28, Pulse29, Pulse30, Pulse31, Pulse32, Pulse33, Pulse34
@outputs Class
@data
0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.35856318152661965, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.547945205479452, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 1
1, 0.982, 0.464, 1.0, 0.4285, 1.0, 0.3935, 1.0, 0.319, 0.9630000000000001, 0.28200000000000003, 0.9724999999999999, 0.2965, 0.952, 0.268, 0.9915, 0.3235, 0.9225, 0.16999999999999998, 0.8765000000000001, 0.197, 0.848, 0.19616438356164384, 0.9255, 0.173, 0.7605872388481083, 0.15150000000000002, 0.627, 0.1805, 0.7255, 0.136, 0.6945, 0.133, 0
1, 0.4905, 0.4575, 0.5, 0.5, 0.5, 0.5, 0.4323284156510584, 0.366, 0.27149999999999996, 0.309, 0.5, 0.5, 0.3315, 0.6930000000000001, 0.3145, 0.575, 0.8185, 0.6105, 0.5, 0.5, 0.5, 0.547945205479452, 0.426, 0.4935, 0.551665725578769, 0.4885, 0.5, 0.5, 0.583, 0.6205, 0.459, 0.6905, 1
1, 1.0, 0.537, 1.0, 0.517, 1.0, 0.472, 1.0, 0.544, 1.0, 0.5985, 1.0, 0.6015, 1.0, 0.5640000000000001, 1.0, 0.553, 1.0, 0.6355, 1.0, 0.724, 1.0, 0.776986301369863, 1.0, 0.6, 1.0, 0.6835, 0.978, 0.743, 1.0, 0.6625, 1.0, 0.7335, 0
1, 0.16049999999999998, 0.0, 0.0, 1.0, 1.0, 0.8165, 0.381013470173188, 0.0, 0.0, 0.0, 1.0, 1.0, 0.9435, 0.0, 0.0, 1.0, 0.919, 1.0, 1.0, 0.0, 0.0, 0.0, 0.40549999999999997, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.668, 1
1, 0.9239999999999999, 0.553, 1.0, 0.6955, 1.0, 0.0, 0.7876844130853111, 0.542, 1.0, 0.635, 1.0, 0.8029999999999999, 1.0, 0.6775, 1.0, 0.5135, 0.792, 0.28500000000000003, 1.0, 0.8175, 0.9455, 0.6936986301369863, 0.9550000000000001, 0.3335, 1.0, 0.5795, 0.6885, 0.4905, 1.0, 0.6125, 1.0, 0.687, 1
0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.125, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0, 1
1, 0.8745, 0.486, 0.8285, 0.474, 0.903, 0.514, 0.9095574085952534, 0.5125, 0.8175, 0.5435, 0.858, 0.539, 0.8654999999999999, 0.526, 0.893, 0.361, 0.8300000000000001, 0.4925, 0.8935, 0.535, 0.673, 0.44602739726027396, 0.827, 0.514, 0.7797854319593449, 0.46699999999999997, 0.768, 0.394, 0.7949999999999999, 0.4295, 0.782, 0.515, 0
1, 0.8634999999999999, 0.475, 0.946, 0.5175, 1.0, 0.8634999999999999, 0.7844772289929443, 0.47050000000000003, 0.741, 0.416, 0.909, 0.548, 0.784, 1.0, 0.7525, 0.609, 0.8340000000000001, 0.55, 1.0, 0.35, 0.993, 0.0, 0.7865, 0.6635, 0.7571993224167137, 0.5735, 0.7115, 0.541, 0.7444999999999999, 0.573, 1.0, 1.0, 1
1, 1.0, 0.03749999999999998, 1.0, 0.8775, 0.7455, 0.4715, 0.7581783194355356, 0.5, 1.0, 0.4995, 0.7265, 0.5375, 0.8115, 0.4715, 0.9944999999999999, 0.4995, 0.764, 0.5, 0.764, 0.5375, 0.976, 0.5473972602739726, 1.0, 0.896, 0.9559570863918689, 0.4995, 0.9715, 0.0, 1.0, 0.717, 0.717, 0.4435, 0
1, 1.0, 0.4945, 1.0, 0.4865, 1.0, 0.4675, 0.9685695958948042, 0.492, 0.9944999999999999, 0.484, 0.9944999999999999, 0.543, 1.0, 0.4675, 0.9755, 0.546, 0.989, 0.4975, 1.0, 0.5325, 1.0, 0.5715068493150685, 0.989, 0.546, 0.9920948616600791, 0.5065, 1.0, 0.484, 1.0, 0.5135, 1.0, 0.46499999999999997, 0
1, 0.9265, 0.527, 1.0, 0.5405, 1.0, 1.0, 0.9454778704297626, 0.496, 0.9185, 0.5195, 1.0, 0.636, 1.0, 1.0, 0.907, 0.5235, 0.9535, 0.558, 1.0, 0.7535000000000001, 1.0, 0.0, 0.903, 0.5195, 1.0, 0.858, 0.9225, 0.535, 1.0, 0.9365, 1.0, 1.0, 1
1, 0.9715, 0.6930000000000001, 0.7415, 0.8225, 0.608, 0.8875, 0.0, 0.8245, 0.1315, 0.71, 0.1195, 0.5, 0.1865, 0.34450000000000003, 0.308, 0.189, 0.436, 0.15350000000000003, 0.7495, 0.182, 0.8574999999999999, 0.34136986301369865, 0.8694999999999999, 0.4725, 0.7747035573122529, 0.652, 0.7275, 0.8025, 0.5135, 0.7725, 0.392, 0.7525, 0
1, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1
0, 0.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.547945205479452, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 1
1, 1.0, 1.0, 0.0, 1.0, 0.0, 0.08750000000000002, 0.5805003207184092, 0.6055, 0.7305, 0.535, 0.614, 0.5285, 0.6755, 0.673, 0.864, 0.4805, 0.614, 0.7655000000000001, 0.5, 0.5, 0.351, 0.4591780821917808, 1.0, 0.16649999999999998, 1.0, 0.0, 1.0, 0.377, 0.6755, 0.601, 0.9145, 0.5395, 1
1, 1.0, 0.5255, 0.997, 0.5505, 0.9804999999999999, 0.574, 0.9711353431686978, 0.3675, 0.8300000000000001, 0.7735000000000001, 0.902, 0.6265000000000001, 0.869, 0.637, 0.8340000000000001, 0.6435, 0.798, 0.6465, 0.7625, 0.646, 0.728, 0.7041095890410958, 0.6950000000000001, 0.636, 0.6211180124223602, 0.628, 0.637, 0.618, 0.612, 0.607, 0.5905, 0.5955, 0
1, 0.9685, 0.499, 0.804, 0.716, 0.9615, 0.2995, 0.9557408595253367, 0.584, 0.981, 0.5455, 0.9984999999999999, 0.541, 0.958, 0.5255, 0.923, 0.3735, 0.937, 0.4275, 0.9245, 0.6305000000000001, 0.8755, 0.5282191780821918, 0.9225, 0.487, 0.9282891022021456, 0.4885, 0.9924999999999999, 0.547, 0.8915, 0.449, 0.929, 0.4265, 0
1, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.8125, 1.0, 0.125, 0.125, 1.0, 1.0, 1.0, 1
