@relation contraceptive-10-7tst.dat
@attribute Wife_age real [16.0, 49.0]
@attribute Wife_education real [1.0, 4.0]
@attribute Husband_education real [1.0, 4.0]
@attribute Children real [0.0, 16.0]
@attribute Wife_religion real [0.0, 1.0]
@attribute Wife_working real [0.0, 1.0]
@attribute Husband_occupation real [1.0, 4.0]
@attribute Standard-of-living real [1.0, 4.0]
@attribute Media_exposure real [0.0, 1.0]
@attribute Contraceptive_method integer [1, 3]
@inputs Wife_age, Wife_education, Husband_education, Children, Wife_religion, Wife_working, Husband_occupation, Standard-of-living, Media_exposure
@outputs Contraceptive_method
@data
0.7931034482758621, 0.6666666666666667, 0.3333333333333333, 0.75, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.7931034482758621, 0.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.0, 0.6666666666666667, 0.0, 1
0.6551724137931034, 0.6666666666666667, 1.0, 0.16666666666666666, 1.0, 1.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.6896551724137931, 0.3333333333333333, 0.3333333333333333, 0.5, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.24137931034482762, 0.6666666666666667, 1.0, 0.08333333333333333, 1.0, 0.0, 1.0, 0.0, 0.0, 1
0.1724137931034483, 1.0, 1.0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 1
0.9655172413793103, 0.0, 0.3333333333333333, 0.16666666666666666, 1.0, 0.0, 0.0, 0.6666666666666667, 0.0, 1
0.06896551724137934, 0.6666666666666667, 1.0, 0.08333333333333333, 1.0, 1.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.1724137931034483, 0.3333333333333333, 1.0, 0.08333333333333333, 1.0, 0.0, 1.0, 1.0, 0.0, 1
0.48275862068965525, 1.0, 1.0, 0.16666666666666666, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.9310344827586208, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.7586206896551724, 0.3333333333333333, 0.6666666666666667, 0.08333333333333333, 1.0, 0.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.5172413793103448, 1.0, 1.0, 0.25, 0.0, 0.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.896551724137931, 1.0, 1.0, 0.08333333333333333, 1.0, 1.0, 0.0, 0.6666666666666667, 0.0, 1
0.8275862068965518, 0.0, 0.6666666666666667, 0.16666666666666666, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1
0.1724137931034483, 1.0, 1.0, 0.16666666666666666, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.8620689655172413, 1.0, 1.0, 0.25, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.9655172413793103, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 1
0.896551724137931, 0.0, 1.0, 0.41666666666666663, 1.0, 1.0, 0.0, 0.3333333333333333, 1.0, 1
0.9655172413793103, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.10344827586206895, 0.6666666666666667, 0.6666666666666667, 0.16666666666666666, 1.0, 1.0, 0.6666666666666667, 1.0, 0.0, 1
0.2068965517241379, 0.3333333333333333, 0.3333333333333333, 0.25, 1.0, 0.0, 0.6666666666666667, 0.0, 0.0, 1
0.034482758620689724, 0.3333333333333333, 0.6666666666666667, 0.08333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.0, 0.6666666666666667, 1.0, 0.08333333333333333, 1.0, 1.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.10344827586206895, 1.0, 1.0, 0.16666666666666666, 1.0, 1.0, 0.0, 0.6666666666666667, 0.0, 1
0.3448275862068966, 0.6666666666666667, 0.6666666666666667, 0.25, 1.0, 0.0, 0.3333333333333333, 1.0, 0.0, 1
0.10344827586206895, 0.6666666666666667, 0.6666666666666667, 0.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 1
0.5517241379310345, 0.3333333333333333, 0.6666666666666667, 0.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.9655172413793103, 1.0, 1.0, 0.16666666666666666, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.24137931034482762, 1.0, 1.0, 0.08333333333333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.3448275862068966, 0.0, 0.3333333333333333, 0.5833333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.9655172413793103, 0.6666666666666667, 1.0, 0.25, 1.0, 1.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.4482758620689655, 0.3333333333333333, 0.6666666666666667, 0.3333333333333333, 0.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.7241379310344829, 0.0, 0.0, 0.16666666666666666, 1.0, 0.0, 0.6666666666666667, 1.0, 0.0, 1
0.896551724137931, 0.6666666666666667, 1.0, 0.16666666666666666, 0.0, 1.0, 0.0, 1.0, 0.0, 1
0.6896551724137931, 0.6666666666666667, 1.0, 0.08333333333333333, 0.0, 1.0, 0.6666666666666667, 1.0, 0.0, 1
0.3793103448275863, 0.3333333333333333, 0.6666666666666667, 0.3333333333333333, 1.0, 0.0, 0.6666666666666667, 0.3333333333333333, 0.0, 1
0.06896551724137934, 1.0, 1.0, 0.08333333333333333, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.5517241379310345, 0.3333333333333333, 0.6666666666666667, 0.6666666666666666, 1.0, 1.0, 0.6666666666666667, 0.3333333333333333, 0.0, 1
0.8275862068965518, 0.6666666666666667, 0.6666666666666667, 0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
0.3448275862068966, 0.6666666666666667, 0.3333333333333333, 0.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 1
0.48275862068965525, 1.0, 1.0, 0.0, 1.0, 0.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.896551724137931, 0.3333333333333333, 0.6666666666666667, 0.3333333333333333, 1.0, 0.0, 0.3333333333333333, 1.0, 0.0, 1
0.9655172413793103, 0.0, 0.0, 0.08333333333333333, 1.0, 1.0, 0.6666666666666667, 1.0, 0.0, 1
0.5172413793103448, 0.3333333333333333, 0.6666666666666667, 0.16666666666666666, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 2
0.5172413793103448, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 2
0.4482758620689655, 0.6666666666666667, 1.0, 0.5833333333333333, 0.0, 1.0, 0.0, 0.6666666666666667, 0.0, 2
0.9655172413793103, 0.6666666666666667, 1.0, 0.9166666666666666, 1.0, 0.0, 0.3333333333333333, 0.6666666666666667, 0.0, 2
1.0, 1.0, 1.0, 0.3333333333333333, 0.0, 1.0, 0.0, 1.0, 0.0, 2
0.5862068965517242, 0.3333333333333333, 0.0, 0.5, 1.0, 1.0, 0.3333333333333333, 0.0, 0.0, 2
0.5517241379310345, 1.0, 1.0, 0.16666666666666666, 1.0, 0.0, 0.0, 1.0, 0.0, 2
