@relation yeast-10-2tra.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5465116279069767, 0.5925925925925927, 0.3291139240506329, 0.13, 0.0, 0.0, 0.6575342465753424, 0.21212121212121213, 1
0.37209302325581395, 0.6666666666666667, 0.3417721518987341, 0.27, 0.0, 0.0, 0.726027397260274, 0.21212121212121213, 1
0.616279069767442, 0.6049382716049383, 0.35443037974683544, 0.15, 0.0, 0.0, 0.726027397260274, 0.21212121212121213, 1
0.5465116279069767, 0.3827160493827161, 0.45569620253164544, 0.13, 0.0, 0.0, 0.7397260273972602, 0.21212121212121213, 2
0.4651162790697675, 0.33333333333333337, 0.44303797468354433, 0.17, 0.0, 0.6024096385542169, 0.6712328767123287, 0.21212121212121213, 3
0.43023255813953487, 0.3950617283950618, 0.481012658227848, 0.2, 0.0, 0.0, 0.7945205479452054, 0.33333333333333337, 2
0.5116279069767443, 0.45679012345679015, 0.5696202531645569, 0.36, 0.0, 0.0, 0.6712328767123287, 0.21212121212121213, 1
0.33720930232558144, 0.32098765432098775, 0.49367088607594933, 0.15, 0.0, 0.0, 0.7945205479452054, 0.29292929292929293, 3
0.3604651162790698, 0.2962962962962963, 0.481012658227848, 0.2, 0.0, 0.0, 0.7123287671232876, 0.2828282828282828, 2
0.33720930232558144, 0.3580246913580247, 0.45569620253164544, 0.35, 0.0, 0.0, 0.726027397260274, 0.24242424242424243, 3
0.5697674418604651, 0.33333333333333337, 0.3924050632911392, 0.46, 0.0, 0.0, 0.726027397260274, 0.21212121212121213, 1
0.6395348837209303, 0.5185185185185186, 0.30379746835443033, 0.19, 0.0, 0.0, 0.6301369863013698, 0.21212121212121213, 1
0.41860465116279066, 0.32098765432098775, 0.36708860759493667, 0.11, 0.0, 0.0, 0.6712328767123287, 0.393939393939394, 3
0.5465116279069767, 0.41975308641975306, 0.4177215189873418, 0.11, 0.0, 0.0, 0.6986301369863014, 0.25252525252525254, 2
0.4534883720930233, 0.2592592592592593, 0.430379746835443, 0.21, 0.0, 0.0, 0.6712328767123287, 0.21212121212121213, 2
0.5813953488372093, 0.5802469135802469, 0.430379746835443, 0.21, 0.0, 0.0, 0.684931506849315, 0.24242424242424243, 2
0.39534883720930236, 0.33333333333333337, 0.36708860759493667, 0.16, 0.0, 0.0, 0.684931506849315, 0.21212121212121213, 3
0.37209302325581395, 0.3827160493827161, 0.3417721518987341, 0.22, 0.0, 0.0, 0.6986301369863014, 0.21212121212121213, 3
0.7209302325581396, 0.617283950617284, 0.26582278481012656, 0.3, 0.0, 0.0, 0.6712328767123287, 0.21212121212121213, 3
0.37209302325581395, 0.49382716049382724, 0.3924050632911392, 0.13, 0.0, 0.0, 0.7534246575342466, 0.21212121212121213, 3
0.40697674418604657, 0.49382716049382724, 0.3924050632911392, 0.15, 0.0, 0.0, 0.7945205479452054, 0.21212121212121213, 3
0.5348837209302325, 0.41975308641975306, 0.49367088607594933, 0.18, 0.0, 0.0, 0.6986301369863014, 0.21212121212121213, 3
0.6046511627906977, 0.6666666666666667, 0.45569620253164544, 0.24, 0.0, 0.0, 0.6712328767123287, 0.21212121212121213, 1
0.4651162790697675, 0.4691358024691359, 0.2784810126582278, 0.87, 0.0, 0.0, 0.7123287671232876, 0.21212121212121213, 1
0.313953488372093, 0.5925925925925927, 0.5063291139240506, 0.12, 0.0, 0.0, 0.726027397260274, 0.46464646464646464, 3
0.2558139534883721, 0.5185185185185186, 0.3797468354430379, 0.43, 0.0, 0.0, 0.6986301369863014, 0.21212121212121213, 2
0.7790697674418605, 0.7530864197530864, 0.26582278481012656, 0.26, 0.0, 0.0, 0.5890410958904109, 0.21212121212121213, 4
0.7325581395348838, 0.6666666666666667, 0.3291139240506329, 0.34, 0.0, 0.0, 0.5753424657534246, 0.21212121212121213, 7
0.33720930232558144, 0.3950617283950618, 0.45569620253164544, 0.18, 0.0, 0.0, 0.767123287671233, 0.25252525252525254, 3
0.5581395348837209, 0.49382716049382724, 0.2784810126582278, 0.44, 0.0, 0.0, 0.684931506849315, 0.21212121212121213, 1
0.5348837209302325, 0.49382716049382724, 0.40506329113924044, 0.34, 0.0, 0.0, 0.726027397260274, 0.21212121212121213, 1
0.7906976744186047, 0.5432098765432098, 0.2531645569620252, 0.28, 0.0, 0.0, 0.8082191780821917, 0.21212121212121213, 5
0.3488372093023256, 0.5061728395061729, 0.22784810126582278, 0.2, 0.0, 0.0, 0.6986301369863014, 0.21212121212121213, 6
0.3023255813953489, 0.28395061728395066, 0.44303797468354433, 0.18, 0.0, 0.0, 0.6575342465753424, 0.25252525252525254, 8
0.4883720930232559, 0.22222222222222224, 0.4683544303797468, 0.39, 0.0, 0.0, 0.6438356164383561, 0.36363636363636365, 2
0.7325581395348838, 0.7654320987654322, 0.4683544303797468, 0.47, 0.0, 0.0, 0.547945205479452, 0.3434343434343434, 5
0.7325581395348838, 0.5432098765432098, 0.3797468354430379, 0.28, 0.0, 0.0, 0.7945205479452054, 0.21212121212121213, 8
0.3604651162790698, 0.1358024691358025, 0.16455696202531644, 0.16, 0.0, 0.0, 0.684931506849315, 0.21212121212121213, 6
0.43023255813953487, 0.32098765432098775, 0.3797468354430379, 0.21, 0.0, 0.0, 0.7123287671232876, 0.27272727272727276, 3
0.3488372093023256, 0.49382716049382724, 0.30379746835443033, 0.14, 0.0, 0.0, 0.7123287671232876, 0.6565656565656567, 6
0.39534883720930236, 0.40740740740740744, 0.430379746835443, 0.43, 0.0, 0.0, 0.7534246575342466, 0.37373737373737376, 2
0.616279069767442, 0.5679012345679012, 0.44303797468354433, 0.23, 0.0, 0.0, 0.6301369863013698, 0.21212121212121213, 3
0.616279069767442, 0.5308641975308643, 0.44303797468354433, 0.22, 0.0, 0.0, 0.6164383561643836, 0.21212121212121213, 3
0.6395348837209303, 0.6049382716049383, 0.35443037974683544, 0.1, 0.0, 0.0, 0.6712328767123287, 0.21212121212121213, 3
0.39534883720930236, 0.5555555555555556, 0.3417721518987341, 0.67, 0.0, 0.0, 0.7123287671232876, 0.21212121212121213, 1
0.37209302325581395, 0.2716049382716049, 0.3924050632911392, 0.52, 0.0, 0.0, 0.7397260273972602, 0.21212121212121213, 1
0.3023255813953489, 0.23456790123456792, 0.3291139240506329, 0.18, 0.0, 0.0, 0.6164383561643836, 0.24242424242424243, 2
0.43023255813953487, 0.37037037037037035, 0.3797468354430379, 0.32, 0.0, 0.0, 0.7123287671232876, 0.42424242424242425, 2
0.3488372093023256, 0.40740740740740744, 0.481012658227848, 0.19, 0.0, 0.0, 0.7945205479452054, 0.26262626262626265, 2
0.5000000000000001, 0.4320987654320988, 0.2911392405063291, 0.08, 0.0, 0.0, 0.7123287671232876, 0.26262626262626265, 3
0.5697674418604651, 0.41975308641975306, 0.30379746835443033, 0.22, 0.0, 0.0, 0.6986301369863014, 0.2828282828282828, 3
0.2674418604651163, 0.40740740740740744, 0.45569620253164544, 0.09, 0.0, 0.0, 0.7534246575342466, 0.21212121212121213, 3
