@relation yeast-10-7tst.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.43421052631578955, 0.4444444444444445, 0.3749999999999999, 0.9999999999999999, 0.0, 0.0, 0.8253968253968254, 0.14666666666666667, 1
0.2894736842105264, 0.34920634920634924, 0.7249999999999998, 0.12658227848101264, 0.0, 0.0, 0.888888888888889, 0.2, 3
0.46052631578947373, 0.12698412698412698, 0.7499999999999999, 0.3924050632911392, 0.0, 0.0, 0.7460317460317459, 0.3466666666666666, 2
0.3026315789473684, 0.4761904761904762, 0.42499999999999993, 0.07594936708860761, 0.0, 0.0, 0.8253968253968254, 0.7333333333333334, 6
0.2631578947368421, 0.4126984126984126, 0.6250000000000001, 0.13924050632911392, 0.0, 0.0, 0.7936507936507936, 0.14666666666666667, 3
0.3947368421052632, 0.49206349206349215, 0.6749999999999999, 0.050632911392405056, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 3
0.4210526315789474, 0.49206349206349215, 0.6250000000000001, 0.5822784810126582, 0.0, 0.0, 0.8095238095238095, 0.21333333333333332, 1
0.34210526315789475, 0.5714285714285714, 0.19999999999999984, 0.10126582278481011, 0.0, 0.0, 0.8253968253968254, 0.14666666666666667, 6
0.34210526315789475, 0.4603174603174603, 0.32499999999999984, 0.189873417721519, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 2
0.3552631578947369, 0.34920634920634924, 0.5499999999999999, 0.6582278481012658, 0.0, 0.0, 0.7777777777777777, 0.14666666666666667, 1
0.3815789473684211, 0.3809523809523809, 0.7249999999999998, 0.5063291139240506, 0.0, 0.0, 0.7619047619047619, 0.14666666666666667, 1
0.605263157894737, 0.6190476190476191, 0.02499999999999991, 0.25316455696202533, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 1
0.14473684210526316, 0.14285714285714285, 0.7499999999999999, 0.08860759493670886, 0.0, 0.0, 0.7936507936507936, 0.2533333333333333, 3
0.5263157894736843, 0.3968253968253968, 0.5749999999999998, 0.49367088607594933, 0.0, 0.0, 0.873015873015873, 0.14666666666666667, 2
0.34210526315789475, 0.253968253968254, 0.6250000000000001, 0.07594936708860761, 0.0, 0.0, 0.8571428571428572, 0.44, 3
0.31578947368421056, 0.3174603174603174, 0.7000000000000001, 0.025316455696202528, 0.0, 0.0, 0.7777777777777777, 0.14666666666666667, 3
0.513157894736842, 0.4444444444444445, 0.6250000000000001, 0.12658227848101264, 0.0, 0.0, 0.888888888888889, 0.18666666666666665, 2
0.1710526315789474, 0.3333333333333333, 0.6250000000000001, 0.189873417721519, 0.0, 0.0, 0.8095238095238095, 0.27999999999999997, 2
0.1842105263157895, 0.5396825396825395, 0.5499999999999999, 0.08860759493670886, 0.0, 0.0, 0.8412698412698413, 0.14666666666666667, 3
0.5394736842105263, 0.42857142857142855, 0.6, 0.25316455696202533, 0.0, 0.0, 0.873015873015873, 0.18666666666666665, 3
0.75, 0.7460317460317458, 0.2499999999999999, 0.24050632911392406, 0.0, 0.0, 0.7777777777777777, 0.14666666666666667, 4
0.36842105263157904, 0.3174603174603174, 0.2499999999999999, 0.3164556962025316, 0.0, 0.0, 0.7619047619047619, 0.22666666666666668, 1
0.4210526315789474, 0.2698412698412698, 0.7000000000000001, 0.7848101265822783, 0.0, 0.0, 0.7936507936507936, 0.14666666666666667, 1
0.2368421052631579, 0.7142857142857142, 0.2499999999999999, 0.0, 0.0, 0.0, 0.8412698412698413, 0.18666666666666665, 8
0.7894736842105263, 0.7460317460317458, 0.09999999999999998, 0.189873417721519, 0.0, 0.0, 0.8412698412698413, 0.14666666666666667, 4
0.6973684210526316, 0.523809523809524, 0.275, 0.24050632911392406, 0.0, 0.0, 0.8253968253968254, 0.14666666666666667, 5
0.486842105263158, 0.523809523809524, 0.42499999999999993, 0.07594936708860761, 0.0, 0.0, 0.8571428571428572, 0.14666666666666667, 3
0.3289473684210526, 0.4444444444444445, 0.4999999999999999, 0.07594936708860761, 0.0, 0.0, 0.7936507936507936, 0.14666666666666667, 3
0.09210526315789475, 0.2698412698412698, 0.5749999999999998, 0.12658227848101264, 0.0, 0.0, 0.7936507936507936, 0.21333333333333332, 3
0.3552631578947369, 0.2698412698412698, 0.7000000000000001, 0.07594936708860761, 0.0, 0.0, 0.8571428571428572, 0.14666666666666667, 3
0.868421052631579, 0.6825396825396826, 0.19999999999999984, 0.8860759493670886, 0.0, 0.0, 0.7777777777777777, 0.52, 4
0.5789473684210527, 0.5555555555555554, 0.6, 0.08860759493670886, 0.0, 0.0, 0.8253968253968254, 0.23999999999999994, 3
0.34210526315789475, 0.4444444444444445, 0.22499999999999998, 0.08860759493670886, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 6
0.43421052631578955, 0.1904761904761904, 0.45000000000000007, 0.08860759493670886, 0.0, 0.0, 0.8095238095238095, 0.4133333333333333, 3
0.1842105263157895, 0.23809523809523808, 0.6, 0.15189873417721517, 0.0, 0.0, 0.8253968253968254, 0.22666666666666668, 3
0.6710526315789473, 0.42857142857142855, 0.525, 0.430379746835443, 0.0, 0.0, 0.7777777777777777, 0.14666666666666667, 1
0.27631578947368424, 0.253968253968254, 0.6749999999999999, 0.5569620253164557, 0.0, 0.0, 0.5873015873015872, 0.06666666666666665, 2
0.43421052631578955, 0.3968253968253968, 0.7499999999999999, 0.17721518987341772, 0.0, 0.0, 0.7936507936507936, 0.22666666666666668, 2
0.5657894736842106, 0.49206349206349215, 0.525, 0.10126582278481011, 0.0, 0.0, 0.8571428571428572, 0.4133333333333333, 3
0.43421052631578955, 0.4603174603174603, 0.4999999999999999, 0.5316455696202531, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 1
0.3815789473684211, 0.6349206349206349, 0.9500000000000001, 0.4683544303797468, 0.0, 0.0, 0.5873015873015872, 0.0, 1
0.3552631578947369, 0.23809523809523808, 0.7749999999999998, 0.12658227848101264, 0.0, 0.0, 0.6984126984126984, 0.4533333333333333, 2
0.3815789473684211, 0.5714285714285714, 0.3749999999999999, 0.06329113924050633, 0.0, 0.0, 0.888888888888889, 0.2533333333333333, 6
0.2894736842105264, 0.34920634920634924, 0.35, 0.11392405063291139, 0.0, 0.0, 0.8571428571428572, 0.2, 6
0.6578947368421053, 0.42857142857142855, 0.3749999999999999, 0.24050632911392406, 0.0, 0.0, 0.9682539682539681, 0.14666666666666667, 5
0.8289473684210527, 0.8412698412698412, 0.09999999999999998, 0.36708860759493667, 0.0, 0.0, 0.8095238095238095, 0.14666666666666667, 5
0.21052631578947373, 0.12698412698412698, 0.7999999999999999, 0.36708860759493667, 0.0, 0.0, 0.7936507936507936, 0.2533333333333333, 2
0.5394736842105263, 0.4761904761904762, 0.47499999999999976, 0.22784810126582278, 0.0, 0.0, 0.8412698412698413, 0.26666666666666666, 2
1.0, 0.5873015873015872, 0.125, 0.5189873417721519, 0.0, 0.0, 0.8571428571428572, 0.14666666666666667, 5
0.31578947368421056, 0.4444444444444445, 0.275, 0.17721518987341772, 0.0, 0.0, 0.7777777777777777, 0.2, 6
0.3289473684210526, 0.23809523809523808, 0.5749999999999998, 0.20253164556962022, 0.0, 0.0, 0.7301587301587301, 0.29333333333333333, 2
0.4473684210526316, 0.6190476190476191, 0.65, 0.13924050632911392, 0.0, 0.0, 0.7936507936507936, 0.14666666666666667, 1
