@relation yeast-10-6tst.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5285714285714285, 0.4126984126984126, 0.6136363636363638, 0.050632911392405056, 0.0, 0.0, 0.4375, 0.2678571428571428, 2
0.6, 0.7301587301587302, 0.6818181818181817, 0.21518987341772147, 0.0, 0.0, 0.375, 0.19642857142857142, 1
0.8142857142857142, 0.8412698412698412, 0.34090909090909083, 0.24050632911392403, 0.0, 0.0, 0.1875, 0.19642857142857142, 4
0.757142857142857, 0.7301587301587302, 0.45454545454545436, 0.3417721518987341, 0.0, 0.0, 0.15625, 0.19642857142857142, 7
0.27142857142857146, 0.380952380952381, 0.6818181818181817, 0.1392405063291139, 0.0, 0.0, 0.5937500000000002, 0.2678571428571428, 3
0.3857142857142857, 0.523809523809524, 0.6363636363636365, 0.0632911392405063, 0.0, 0.0, 0.4375, 0.19642857142857142, 3
0.3571428571428571, 0.44444444444444436, 0.7045454545454544, 0.20253164556962025, 0.0, 0.0, 0.21875, 0.19642857142857142, 1
0.4714285714285714, 0.49206349206349204, 0.8181818181818181, 0.3797468354430379, 0.0, 0.0, 0.28125, 0.19642857142857142, 1
0.6142857142857142, 0.5714285714285714, 0.6818181818181817, 0.25316455696202533, 0.0, 0.0, 0.0, 0.19642857142857142, 3
0.37142857142857133, 0.49206349206349204, 0.5227272727272727, 0.41772151898734167, 0.0, 0.0, 0.12499999999999978, 0.19642857142857142, 3
0.557142857142857, 0.4603174603174603, 0.6818181818181817, 0.22784810126582275, 0.0, 0.0, 0.12499999999999978, 0.2678571428571428, 3
0.19999999999999996, 0.5873015873015872, 0.6136363636363638, 0.11392405063291136, 0.0, 0.0, 0.4375, 0.19642857142857142, 2
0.11428571428571427, 0.1746031746031746, 0.7045454545454544, 0.10126582278481011, 0.0, 0.0, 0.40625, 0.3392857142857143, 3
0.3142857142857143, 0.5714285714285714, 0.590909090909091, 0.11392405063291136, 0.0, 0.0, 0.5312500000000002, 0.19642857142857142, 3
0.6571428571428571, 0.7936507936507935, 0.5681818181818181, 0.7341772151898733, 0.0, 0.0, 0.5, 0.4464285714285714, 2
0.27142857142857146, 0.3333333333333333, 1.0, 0.1772151898734177, 0.0, 0.0, 0.5312500000000002, 0.375, 3
0.29999999999999993, 0.3333333333333333, 0.34090909090909083, 0.16455696202531642, 0.0, 0.0, 0.375, 0.19642857142857142, 6
0.0, 0.3174603174603174, 0.6363636363636365, 0.050632911392405056, 0.0, 0.0, 0.40625, 0.2857142857142857, 3
0.3285714285714285, 0.2698412698412698, 0.4772727272727273, 0.31645569620253156, 0.0, 1.0, 0.5, 0.19642857142857142, 9
