@relation yeast-10-6tra.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5125, 0.5517241379310345, 0.3291139240506329, 0.13, 0.0, 0.0, 0.6575342465753424, 0.22, 1
0.32499999999999996, 0.6206896551724137, 0.3417721518987341, 0.27, 0.0, 0.0, 0.726027397260274, 0.22, 1
0.5875, 0.5632183908045976, 0.35443037974683544, 0.15, 0.0, 0.0, 0.726027397260274, 0.22, 1
0.5125, 0.3563218390804597, 0.45569620253164544, 0.13, 0.0, 0.0, 0.7397260273972602, 0.22, 2
0.3125, 0.3563218390804597, 0.3417721518987341, 0.54, 0.0, 0.0, 0.6575342465753424, 0.22, 1
0.42499999999999993, 0.3103448275862069, 0.44303797468354433, 0.17, 0.0, 0.6024096385542169, 0.6712328767123287, 0.22, 3
0.4125, 0.471264367816092, 0.3417721518987341, 0.65, 0.0, 0.0, 0.726027397260274, 0.22, 1
0.38749999999999996, 0.36781609195402304, 0.481012658227848, 0.2, 0.0, 0.0, 0.7945205479452054, 0.34, 2
0.475, 0.42528735632183906, 0.5696202531645569, 0.36, 0.0, 0.0, 0.6712328767123287, 0.22, 1
0.2875, 0.2988505747126437, 0.49367088607594933, 0.15, 0.0, 0.0, 0.7945205479452054, 0.3, 3
0.32499999999999996, 0.2988505747126437, 0.4177215189873418, 0.21, 0.0, 0.0, 0.726027397260274, 0.27, 2
0.3125, 0.27586206896551724, 0.481012658227848, 0.2, 0.0, 0.0, 0.7123287671232876, 0.29, 2
0.2875, 0.3333333333333333, 0.45569620253164544, 0.35, 0.0, 0.0, 0.726027397260274, 0.25, 3
0.6125, 0.4827586206896552, 0.30379746835443033, 0.19, 0.0, 0.0, 0.6301369863013698, 0.22, 1
