@relation spambase-10-7tst.dat
@attribute Word_freq_make real [0.0, 4.54]
@attribute Word_freq_address real [0.0, 14.28]
@attribute Word_freq_all real [0.0, 5.1]
@attribute Word_freq_3d real [0.0, 42.81]
@attribute Word_freq_our real [0.0, 10.0]
@attribute Word_freq_over real [0.0, 5.88]
@attribute Word_freq_remove real [0.0, 7.27]
@attribute Word_freq_internet real [0.0, 11.11]
@attribute Word_freq_order real [0.0, 5.26]
@attribute Word_freq_mail real [0.0, 18.18]
@attribute Word_freq_receive real [0.0, 2.61]
@attribute Word_freq_will real [0.0, 9.67]
@attribute Word_freq_people real [0.0, 5.55]
@attribute Word_freq_report real [0.0, 10.0]
@attribute Word_freq_addresses real [0.0, 4.41]
@attribute Word_freq_free real [0.0, 20.0]
@attribute Word_freq_business real [0.0, 7.14]
@attribute Word_freq_email real [0.0, 9.09]
@attribute Word_freq_you real [0.0, 18.75]
@attribute Word_freq_credit real [0.0, 18.18]
@attribute Word_freq_your real [0.0, 11.11]
@attribute Word_freq_font real [0.0, 17.1]
@attribute Word_freq_000 real [0.0, 5.45]
@attribute Word_freq_money real [0.0, 12.5]
@attribute Word_freq_hp real [0.0, 20.83]
@attribute Word_freq_hpl real [0.0, 16.66]
@attribute Word_freq_george real [0.0, 33.33]
@attribute Word_freq_650 real [0.0, 9.09]
@attribute Word_freq_lab real [0.0, 14.28]
@attribute Word_freq_labs real [0.0, 5.88]
@attribute Word_freq_telnet real [0.0, 12.5]
@attribute Word_freq_857 real [0.0, 4.76]
@attribute Word_freq_data real [0.0, 18.18]
@attribute Word_freq_415 real [0.0, 4.76]
@attribute Word_freq_85 real [0.0, 20.0]
@attribute Word_freq_technology real [0.0, 7.69]
@attribute Word_freq_1999 real [0.0, 6.89]
@attribute Word_freq_parts real [0.0, 8.33]
@attribute Word_freq_pm real [0.0, 11.11]
@attribute Word_freq_direct real [0.0, 4.76]
@attribute Word_freq_cs real [0.0, 7.14]
@attribute Word_freq_meeting real [0.0, 14.28]
@attribute Word_freq_original real [0.0, 3.57]
@attribute Word_freq_project real [0.0, 20.0]
@attribute Word_freq_re real [0.0, 21.42]
@attribute Word_freq_edu real [0.0, 22.05]
@attribute Word_freq_table real [0.0, 2.17]
@attribute Word_freq_conference real [0.0, 10.0]
@attribute Char_freq1 real [0.0, 4.385]
@attribute Char_freq2 real [0.0, 9.752]
@attribute Char_freq3 real [0.0, 4.081]
@attribute Char_freq4 real [0.0, 32.478]
@attribute Char_freq5 real [0.0, 6.003]
@attribute Char_freq6 real [0.0, 19.829]
@attribute Capital_run_length_average real [1.0, 1102.5]
@attribute Capital_run_length_longest real [1.0, 9989.0]
@attribute Capital_run_length_total real [1.0, 15841.0]
@attribute Spam real [1, 0]
@inputs Word_freq_make, Word_freq_address, Word_freq_all, Word_freq_3d, Word_freq_our, Word_freq_over, Word_freq_remove, Word_freq_internet, Word_freq_order, Word_freq_mail, Word_freq_receive, Word_freq_will, Word_freq_people, Word_freq_report, Word_freq_addresses, Word_freq_free, Word_freq_business, Word_freq_email, Word_freq_you, Word_freq_credit, Word_freq_your, Word_freq_font, Word_freq_000, Word_freq_money, Word_freq_hp, Word_freq_hpl, Word_freq_george, Word_freq_650, Word_freq_lab, Word_freq_labs, Word_freq_telnet, Word_freq_857, Word_freq_data, Word_freq_415, Word_freq_85, Word_freq_technology, Word_freq_1999, Word_freq_parts, Word_freq_pm, Word_freq_direct, Word_freq_cs, Word_freq_meeting, Word_freq_original, Word_freq_project, Word_freq_re, Word_freq_edu, Word_freq_table, Word_freq_conference, Char_freq1, Char_freq2, Char_freq3, Char_freq4, Char_freq5, Char_freq6, Capital_run_length_average, Capital_run_length_longest, Capital_run_length_total
@outputs Spam
@data
0.013020833333333336, 0.004901960784313726, 0.022026431718061675, 0.0, 0.07600000000000001, 0.008503401360544218, 0.04587155963302752, 0.006756756756756757, 0.36184210526315796, 0.0, 0.05, 0.12239583333333333, 0.003603603603603604, 0.0, 0.0, 0.0, 0.003952569169960475, 0.03125, 0.14928571428571427, 0.019267822736030827, 0.19625, 0.0, 0.027027027027027025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026007802340702207, 0.025380710659898477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01025390625, 0.05227743271221533, 0.0057616132517104785, 0.04207337596768765, 0.008679245283018869, 0.015210105697344675, 0.02188811188811189, 0.09502923976608187, 0.5468863581293918,  1
0.0, 0.0, 0.5638766519823788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3657142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15942028985507248, 0.0, 0.25967687647256815, 0.0, 0.0, 0.02485314685314686, 0.007309941520467836, 0.005815362248606736,  1
0.0, 0.0, 0.10572687224669602, 0.0, 0.146, 0.0, 0.14678899082568805, 0.0, 0.0, 0.0, 0.0, 0.2526041666666667, 0.0, 0.0, 0.0, 0.096, 0.19169960474308304, 0.0, 0.17357142857142857, 0.0, 0.30375, 0.0, 0.2594594594594594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045627376425855515, 0.0, 0.0, 0.0, 0.0, 0.04192546583850932, 0.0, 0.08212722988892629, 0.046037735849056606, 0.0, 0.06197202797202797, 0.11257309941520467, 0.057669008965350134,  1
0.0, 0.0, 0.0, 0.0, 0.294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.081787109375, 0.17339544513457558, 0.0, 0.11292494109727365, 0.0, 0.0, 0.04195804195804196, 0.01608187134502924, 0.006542282529682578,  1
0.0, 0.0, 0.12114537444933922, 0.0, 0.11100000000000002, 0.0, 0.055045871559633024, 0.0, 0.0, 0.0, 0.0, 0.046875, 0.1657657657657658, 0.0, 0.0878048780487805, 0.0, 0.07312252964426878, 0.08894230769230768, 0.22499999999999998, 0.0, 0.115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09420289855072464, 0.0, 0.07169303264893975, 0.0, 0.0, 0.0039580419580419555, 0.0043859649122807015, 0.016234552944027137,  1
0.046875, 0.0, 0.03964757709251101, 0.0, 0.15700000000000003, 0.061224489795918366, 0.018348623853211007, 0.020270270270270268, 0.03947368421052632, 0.006600660066006601, 0.03, 0.14062500000000003, 0.05405405405405406, 0.02040816326530612, 0.0, 0.0, 0.1422924901185771, 0.01442307692307692, 0.3242857142857143, 0.04624277456647398, 0.13625, 0.0, 0.45405405405405397, 0.009009009009009009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030927835051546393, 0.0, 0.005703422053231939, 0.0, 0.0, 0.0, 0.00244140625, 0.026915113871635612, 0.0, 0.001682935038707506, 0.031509433962264154, 0.0, 0.010251748251748254, 0.01608187134502924, 0.10685728131814878,  1
0.015625, 0.008403361344537815, 0.16960352422907488, 0.0, 0.019000000000000003, 0.05442176870748299, 0.11620795107033638, 0.0, 0.03947368421052632, 0.0, 0.0, 0.16666666666666669, 0.04504504504504505, 0.0, 0.05853658536585366, 0.0, 0.0, 0.02884615384615384, 0.11928571428571427, 0.011560693641618495, 0.0875, 0.0, 0.1027027027027027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003601440576230492, 0.0, 0.0, 0.0, 0.0, 0.009765625, 0.015527950310559006, 0.0, 0.041063614944463145, 0.01339622641509434, 0.0, 0.010237762237762236, 0.06140350877192982, 0.1814877635086019,  1
0.0, 0.08823529411764706, 0.0, 0.0, 0.0, 0.21428571428571427, 0.0, 0.0, 0.0, 0.0, 0.0, 0.328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1575, 0.0, 0.0, 0.1891891891891892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11977186311787073, 0.0, 0.0, 0.0, 0.0, 0.10248447204968945, 0.0, 0.03332211376640862, 0.11245283018867924, 0.0, 0.03962237762237763, 0.023391812865497075, 0.01647685970438575,  1
0.0, 0.031512605042016806, 0.09911894273127753, 0.0, 0.045000000000000005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11718750000000001, 0.0, 0.0, 0.0, 0.09000000000000001, 0.0, 0.21875, 0.09714285714285714, 0.0, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2526085493099966, 0.0, 0.0, 0.02485314685314686, 0.08771929824561403, 0.048219045311364186,  1
0.0, 0.0, 0.0, 0.0, 0.126, 0.0, 0.7737003058103974, 0.42567567567567566, 0.8289473684210527, 0.06930693069306931, 0.63, 0.328125, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.1807142857142857, 0.2427745664739884, 0.47375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09037361157859307, 0.0, 0.0, 1.0, 0.41812865497076024, 0.07002665374363945,  1
